case_reference_id,court_level,case_type,number_of_cases_alleged,number_of_accused,victim_count,cross_state_indicator,cross_border_indicator,cybercrime_indicator,financial_fraud_indicator,organized_operation_indicator,repeat_offender_indicator,social_engineering_indicator,ipc_420,ipc_468_471,ipc_120b_or_34,evidence_completeness_score,charge_sheet_filed,custody_duration_days,statutory_cert_present,chain_of_custody_complete,fake_call_center_indicator,bulk_corporate_sim_indicator,forged_company_indicator,voip_calling_indicator,vishing_indicator,night_call_ratio,call_burst_frequency,imei_sim_swap_ratio,avg_call_duration_sec,multiple_calling_numbers_indicator,it_act_66d,unauthorized_transfer_amount_inr,amount_credited_to_accused_ratio,account_frozen_indicator,is_fund_transit_velocity_applicable,fund_transit_velocity_minutes,fraudulent_website_count,payment_gateway_count,linked_beneficiary_account_count,card_credential_harvesting_indicator,it_act_66c,victim_identification_success,test_identification_parade_validity,reasonable_doubt_identity_gap,network_degree,network_betweenness,topological_kingpin_score,label_entity_role,label_high_risk_cyber_syndicate,label_public_order_vs_law_and_order,label_bail_or_custody_relief,label_conviction_outcome
NCRB-SYNTH-100443,Trial Court,Sec 439 CrPC (Regular Bail),7,15,77,1,0,1,1,1,0,1,1,1,1,0.5882,1,173,0,1,1,0,0,1,1,0.8315,148,7.6907,82.25,1,1,1271007.37,0.0422,1,1,12.73,3,3,8,1,1,1,1,0,11,0.0753,0.0303,3,1,1,0,0
NCRB-SYNTH-100444,Trial Court,Sec 482 CrPC (Quashing),1,20,28,1,0,1,1,1,0,1,1,1,1,0.5948,1,20,0,0,1,0,1,1,1,0.6451,114,3.79,90.85,1,1,3182621.21,0.1923,1,1,19.49,4,2,2,1,1,1,1,0,1,0.7838,1.1307,1,1,1,0,0
NCRB-SYNTH-100449,High Court,Sec 439 CrPC (Regular Bail),1,20,74,1,0,1,1,1,1,1,1,1,1,0.9038,0,60,0,0,1,1,1,1,1,0.7411,41,3.4363,121.12,1,1,2042304.43,0.1568,1,1,1.13,5,2,5,1,1,1,1,0,4,0.2189,0.136,5,1,1,0,0
NCRB-SYNTH-100453,High Court,Sec 439 CrPC (Regular Bail),1,4,81,1,0,1,1,1,0,1,1,1,1,0.7615,1,139,0,1,1,1,1,1,1,0.7816,79,7.4788,68.78,1,1,3783509.13,0.1721,1,1,1.45,4,2,5,1,1,0,0,1,5,0.1014,0.0566,5,1,1,0,0
NCRB-SYNTH-100456,Trial Court,Trial Judgment,2,16,38,1,0,1,1,1,1,1,1,1,1,0.8569,1,94,1,1,1,1,0,0,1,0.7504,113,4.2,45.93,1,1,3111308.94,0.1692,1,1,9.14,1,1,8,1,1,0,0,1,11,0.1766,0.0711,5,1,1,1,1
NCRB-SYNTH-100458,Trial Court,Sec 439 CrPC (Regular Bail),1,21,29,1,0,1,1,1,0,1,1,1,1,0.7303,1,18,1,1,1,1,1,1,1,0.5802,58,4.1439,99.66,1,1,2936403.88,0.0668,1,1,5.67,5,3,4,1,1,1,1,0,4,0.1973,0.1226,5,1,1,0,1
NCRB-SYNTH-100466,Trial Court,Sec 439 CrPC (Regular Bail),2,7,77,1,0,1,1,1,1,1,1,1,1,0.7054,1,68,1,0,1,1,0,0,1,0.7838,102,6.0097,89.22,1,1,2408387.0,0.0219,0,1,35.18,4,3,7,1,1,1,1,0,7,0.0684,0.0329,3,1,1,0,1
NCRB-SYNTH-100475,Trial Court,Writ Petition (Detention),4,16,74,1,0,1,1,1,1,1,1,1,1,0.8612,1,63,1,0,1,1,1,0,1,0.5175,121,7.9069,71.4,1,1,1176497.26,0.0845,1,1,19.42,3,4,4,1,1,1,1,0,4,0.2192,0.1362,5,1,1,0,1
NCRB-SYNTH-100480,High Court,Sec 439 CrPC (Regular Bail),1,12,18,1,0,1,1,1,1,1,1,1,1,0.8924,0,142,1,1,1,1,1,0,1,0.7346,116,4.1273,293.8,1,1,1860770.7,0.1241,1,1,3.86,2,1,9,1,1,1,1,0,26,0.0929,0.0282,4,1,1,0,1
NCRB-SYNTH-100483,High Court,Sec 439 CrPC (Regular Bail),1,13,10,1,0,1,1,1,0,1,1,1,1,0.5256,1,70,1,1,1,1,1,0,1,0.5762,44,5.5296,114.37,1,1,945191.82,0.0202,1,1,10.41,4,3,8,1,1,1,1,0,8,0.2121,0.0965,3,1,1,0,0
NCRB-SYNTH-100491,Trial Court,Sec 439 CrPC (Regular Bail),1,16,86,0,0,1,1,1,1,1,1,1,1,0.8567,1,157,0,0,1,1,0,1,1,0.7267,98,3.2099,85.05,1,1,2286756.5,0.0664,1,1,1.13,1,3,2,1,1,0,0,1,6,0.1879,0.0966,5,1,1,0,0
NCRB-SYNTH-100495,Trial Court,Sec 482 CrPC (Quashing),4,24,94,1,0,1,1,1,1,1,1,1,1,0.84,1,38,1,1,1,0,1,0,1,0.4098,136,3.3347,276.05,1,1,3311728.5,0.0988,0,1,1.76,2,3,4,1,1,1,1,0,45,0.1333,0.0348,4,1,1,0,1
NCRB-SYNTH-100496,High Court,Sec 439 CrPC (Regular Bail),1,22,40,1,0,1,1,1,0,1,1,1,1,0.8328,1,177,1,0,1,1,1,1,1,0.7817,109,7.9061,201.3,1,1,2703871.15,0.0716,1,1,17.43,2,2,9,1,1,1,1,0,14,0.2974,0.1098,4,1,1,0,1
NCRB-SYNTH-100502,Trial Court,Sec 482 CrPC (Quashing),2,22,40,1,0,1,1,1,0,1,1,1,1,0.8351,1,68,0,0,1,0,1,0,1,0.7422,146,7.5362,158.19,1,1,1278738.84,0.0619,1,1,2.32,3,3,6,1,1,1,1,0,9,0.1775,0.0771,5,1,1,0,0
NCRB-SYNTH-100512,High Court,Sec 439 CrPC (Regular Bail),1,13,98,1,0,1,1,1,1,1,1,1,1,0.8791,1,38,0,0,1,0,0,0,1,0.6222,89,5.1605,265.13,1,1,3402452.98,0.1616,1,1,15.17,1,2,6,1,1,1,1,0,8,0.2229,0.1015,5,1,1,0,0
NCRB-SYNTH-100517,Trial Court,Sec 439 CrPC (Regular Bail),1,21,93,1,0,1,1,1,0,1,1,1,1,0.8297,1,29,1,1,1,1,1,0,1,0.9702,110,7.6461,148.33,1,1,3807546.46,0.021,0,1,6.98,4,3,4,0,1,0,0,1,45,0.0888,0.0232,4,1,1,1,1
NCRB-SYNTH-100522,High Court,Sec 439 CrPC (Regular Bail),1,5,80,1,0,1,1,1,0,1,1,1,1,0.9312,1,131,1,1,1,1,1,1,1,0.6408,129,5.8138,270.31,1,1,2810863.1,0.0017,1,1,26.85,4,1,8,1,1,1,1,0,3,0.5508,0.3973,1,1,1,0,1
NCRB-SYNTH-100526,High Court,Sec 482 CrPC (Quashing),1,17,58,1,0,1,1,1,1,1,1,1,1,0.8102,1,150,0,0,1,0,1,1,1,0.5729,129,6.7843,159.73,1,1,2970622.5,0.0858,0,1,5.54,5,4,2,1,1,1,1,0,39,0.0923,0.025,4,1,1,0,0
NCRB-SYNTH-100527,Trial Court,Sec 439 CrPC (Regular Bail),2,15,62,1,0,1,1,1,1,1,1,1,1,0.4199,1,153,1,1,1,0,0,1,1,0.7156,100,7.765,50.03,1,1,3042029.0,0.1941,1,1,24.39,2,1,6,1,1,1,1,0,37,0.204,0.0561,4,1,1,0,0
NCRB-SYNTH-100539,High Court,Sec 482 CrPC (Quashing),1,11,20,1,0,1,1,1,0,1,1,1,1,0.5504,1,144,0,0,1,1,0,1,1,0.7937,102,6.8904,58.66,1,1,2153161.54,0.1952,1,1,40.91,2,1,10,1,1,1,1,0,20,0.2742,0.0901,4,1,1,0,0
NCRB-SYNTH-100546,High Court,Trial Judgment,2,8,5,1,0,1,1,1,0,1,1,1,1,0.6726,0,123,1,1,1,1,0,1,1,0.6458,138,4.9269,201.72,1,1,2394502.0,0.0545,1,1,30.13,1,1,7,1,1,1,1,0,5,0.2282,0.1274,5,1,1,0,1
NCRB-SYNTH-100549,Trial Court,Sec 482 CrPC (Quashing),15,19,45,1,0,1,1,1,0,1,1,1,1,0.6285,1,20,1,1,1,1,1,1,1,0.4949,142,3.0689,265.48,1,1,2039698.68,0.1703,0,1,16.82,5,2,3,0,1,1,1,0,10,0.0747,0.0312,3,1,1,0,1
NCRB-SYNTH-100551,Trial Court,Trial Judgment,1,22,31,1,0,1,1,1,0,1,1,1,1,0.8353,0,175,1,1,1,1,1,1,1,0.5608,132,3.9948,100.15,1,1,1305285.37,0.0959,0,1,21.32,1,2,10,1,1,1,1,0,8,0.2478,0.1128,5,1,1,0,1
NCRB-SYNTH-100556,High Court,Sec 439 CrPC (Regular Bail),1,14,81,1,0,1,1,1,0,1,1,1,1,0.6631,0,55,0,1,1,1,0,0,1,0.7423,64,7.2224,200.69,1,1,1712314.97,0.0135,1,1,5.48,2,2,5,0,1,0,0,1,2,0.7398,0.6734,1,1,1,1,0
NCRB-SYNTH-100565,High Court,Sec 439 CrPC (Regular Bail),2,12,32,1,0,1,1,1,1,1,1,1,1,0.7227,1,95,1,1,1,1,0,1,1,0.8008,146,7.9956,280.62,1,1,2789823.84,0.1398,0,1,9.37,3,3,3,1,1,1,1,0,10,0.128,0.0534,5,1,1,0,1
NCRB-SYNTH-100567,High Court,Sec 482 CrPC (Quashing),1,7,24,1,0,1,1,1,1,1,1,1,1,0.5664,1,117,1,1,1,1,0,1,1,0.79,147,4.984,284.23,1,1,3622074.39,0.1781,1,1,9.71,3,1,4,1,1,1,1,0,41,0.121,0.0324,4,1,1,0,0
NCRB-SYNTH-100568,High Court,Sec 439 CrPC (Regular Bail),7,22,59,1,0,1,1,1,1,1,1,1,1,0.8619,1,50,1,1,1,1,1,0,1,0.5717,55,3.6753,132.12,1,1,3074589.89,0.0414,1,1,8.75,2,2,4,0,1,1,1,0,5,0.0541,0.0302,3,1,1,0,1
NCRB-SYNTH-100571,High Court,Sec 439 CrPC (Regular Bail),2,5,55,0,0,1,1,1,1,1,1,1,1,0.8398,1,109,1,0,1,1,0,0,1,0.7019,81,7.1288,45.23,1,1,4468763.53,0.1416,1,1,25.23,4,1,10,1,1,1,1,0,11,0.0785,0.0316,5,1,1,0,1
NCRB-SYNTH-100573,High Court,Sec 439 CrPC (Regular Bail),2,9,92,1,0,1,1,1,0,1,1,1,1,0.5118,1,26,1,1,1,1,1,1,1,0.5588,94,6.1343,45.57,1,1,3718083.36,0.0508,1,1,2.52,5,3,2,0,1,1,1,0,10,0.243,0.1014,5,1,1,0,0
NCRB-SYNTH-100579,High Court,Writ Petition (Detention),1,8,77,0,0,1,1,1,0,1,1,1,1,0.5356,1,143,1,1,1,0,0,1,1,0.5924,100,7.1272,162.75,1,1,3851211.35,0.0868,0,1,4.26,3,2,5,1,1,0,0,1,44,0.1659,0.0436,4,1,1,1,0
NCRB-SYNTH-100581,Trial Court,Trial Judgment,4,21,38,0,0,1,1,1,1,1,1,1,1,0.6819,1,148,1,0,1,1,1,1,1,0.6587,139,7.1057,157.16,1,1,1541585.72,0.154,1,1,50.97,5,3,7,0,1,0,0,1,14,0.1209,0.0447,4,1,1,1,1
NCRB-SYNTH-100583,High Court,Trial Judgment,7,12,31,0,0,1,1,1,0,1,1,1,1,0.8557,1,171,1,1,1,1,1,1,1,0.7088,108,6.9441,209.83,1,1,2572152.89,0.1548,1,1,3.11,1,4,4,1,1,1,1,0,1,0.4781,0.6897,1,1,1,0,1
NCRB-SYNTH-100596,Trial Court,Sec 439 CrPC (Regular Bail),1,4,42,1,0,1,1,1,0,1,1,1,1,0.9048,1,119,1,1,1,1,1,1,1,0.5922,107,7.237,59.57,1,1,676533.19,0.086,0,1,41.05,1,2,8,1,1,1,1,0,11,0.1532,0.0616,5,1,1,0,1
NCRB-SYNTH-100606,Trial Court,Sec 439 CrPC (Regular Bail),2,23,33,1,0,1,1,1,1,1,1,1,1,0.4175,1,12,1,1,1,1,0,0,1,0.8254,139,5.9581,77.32,1,1,3473754.57,0.0859,1,1,1.7,4,1,2,1,1,0,0,1,3,0.8207,0.592,1,1,1,1,0
NCRB-SYNTH-100608,High Court,Sec 439 CrPC (Regular Bail),1,16,39,1,0,1,1,1,0,1,1,1,1,0.6875,1,140,1,0,1,1,0,0,1,0.633,134,6.0053,109.34,1,1,2946727.32,0.173,0,1,7.07,4,1,5,1,1,1,1,0,6,0.1026,0.0527,5,1,1,1,1
NCRB-SYNTH-100609,Trial Court,Sec 439 CrPC (Regular Bail),1,15,24,1,0,1,1,1,0,1,1,1,1,0.7355,1,20,1,1,1,1,1,1,1,0.6929,67,6.2816,231.22,1,1,2211222.32,0.123,1,1,2.62,2,1,6,0,1,1,1,0,5,0.2033,0.1135,5,1,1,0,1
NCRB-SYNTH-100623,Trial Court,Writ Petition (Detention),1,18,97,0,0,1,1,1,0,1,1,1,1,0.5227,1,29,1,1,1,0,0,0,1,0.7211,79,2.9926,67.16,1,1,3205940.46,0.1483,0,1,4.36,1,2,7,1,1,1,1,0,4,0.1326,0.0824,5,1,1,0,0
NCRB-SYNTH-100624,Trial Court,Sec 439 CrPC (Regular Bail),4,8,30,1,0,1,1,1,1,1,1,1,1,0.8387,1,71,1,1,1,1,1,0,1,0.7484,129,4.8099,187.58,1,1,758090.94,0.1274,0,1,4.28,1,4,2,1,1,1,1,0,10,0.1376,0.0574,3,1,1,0,1
NCRB-SYNTH-100626,High Court,Sec 439 CrPC (Regular Bail),1,21,55,1,0,1,1,1,1,1,1,1,1,0.4135,0,80,1,1,1,1,1,1,1,0.6031,40,5.8877,88.21,1,1,3348597.36,0.1046,0,1,16.22,1,3,7,1,1,1,1,0,16,0.2807,0.0991,4,1,1,0,0
NCRB-SYNTH-100627,Supreme Court,Writ Petition (Detention),1,10,70,1,0,1,1,1,0,1,1,1,1,0.6514,1,175,0,1,1,1,1,1,1,0.7177,125,3.2001,234.22,1,1,3304189.89,0.1542,1,1,26.23,4,4,7,1,1,1,1,0,2,0.4888,0.4449,1,1,1,0,0
NCRB-SYNTH-100633,High Court,Sec 439 CrPC (Regular Bail),15,13,49,1,0,1,1,1,0,1,1,1,1,0.9475,1,30,0,0,1,1,1,1,1,0.7686,115,5.4918,171.11,1,1,1813820.45,0.0412,1,1,4.87,1,1,7,0,1,1,1,0,44,0.1443,0.0379,4,1,1,1,0
NCRB-SYNTH-100634,High Court,Sec 439 CrPC (Regular Bail),2,11,10,1,0,1,1,1,0,1,1,1,1,0.8168,1,60,1,1,1,1,1,1,1,0.5963,79,6.0453,166.01,1,1,804583.21,0.0696,0,1,33.48,5,4,9,1,1,0,0,1,11,0.1951,0.0785,5,1,1,1,1
NCRB-SYNTH-100636,Trial Court,Sec 482 CrPC (Quashing),1,18,62,1,0,1,1,1,1,1,1,1,1,0.6028,1,56,1,1,1,1,1,1,1,0.5363,52,6.459,282.01,1,1,961201.85,0.1773,1,1,9.24,1,2,9,1,1,1,1,0,7,0.1892,0.091,5,1,1,1,1
NCRB-SYNTH-100637,Trial Court,Sec 482 CrPC (Quashing),1,15,5,1,0,1,1,1,1,1,1,1,1,0.489,1,102,1,1,1,1,1,1,1,0.656,142,5.4879,220.88,1,1,2632118.97,0.1154,1,1,60.09,5,1,9,1,1,0,0,1,15,0.0999,0.036,4,1,1,1,0
NCRB-SYNTH-100640,Trial Court,Sec 439 CrPC (Regular Bail),4,12,77,1,0,1,1,1,0,1,1,1,1,0.4991,1,180,1,1,1,1,1,1,1,0.4874,86,6.0907,174.36,1,1,1056512.53,0.1003,1,1,3.33,5,4,2,1,1,0,0,1,23,0.19,0.0598,4,1,1,0,0
NCRB-SYNTH-100650,Trial Court,Sec 482 CrPC (Quashing),2,4,20,0,0,1,1,1,1,1,1,1,1,0.4733,1,23,1,1,1,1,0,0,1,0.5627,149,6.9991,274.5,1,1,2608820.33,0.0117,0,1,5.12,4,4,4,0,1,1,1,0,2,0.6478,0.5897,1,1,1,0,0
NCRB-SYNTH-100652,Trial Court,Sec 482 CrPC (Quashing),1,3,18,0,0,1,1,1,0,1,1,1,1,0.6321,1,103,0,1,1,1,1,0,1,0.6973,144,6.0107,151.02,1,1,3183850.4,0.1616,0,1,7.21,1,3,2,1,1,1,1,0,4,0.0621,0.0386,5,1,1,1,0
NCRB-SYNTH-100655,Trial Court,Sec 439 CrPC (Regular Bail),1,24,23,1,0,1,1,1,1,1,1,1,1,0.5558,1,77,1,1,1,0,1,1,1,0.7082,110,5.0233,74.57,1,1,2401299.65,0.0198,1,1,19.74,1,2,6,0,1,0,0,1,27,0.2385,0.0716,4,1,1,0,0
NCRB-SYNTH-100658,Trial Court,Sec 439 CrPC (Regular Bail),1,13,55,1,0,1,1,1,0,1,1,1,1,0.676,1,148,1,1,1,1,1,0,1,0.66,43,6.598,73.35,1,1,3166540.31,0.1057,1,1,3.58,1,3,3,0,1,0,0,1,6,0.1661,0.0854,5,1,1,0,1
NCRB-SYNTH-100661,High Court,Sec 439 CrPC (Regular Bail),15,20,12,1,0,1,1,1,1,1,1,1,1,0.5294,1,135,1,0,1,0,1,1,1,0.8332,103,4.4735,104.44,1,1,1172589.25,0.0949,0,1,15.49,2,4,4,0,1,0,0,1,8,0.2161,0.0984,3,1,1,0,0
NCRB-SYNTH-100674,High Court,Sec 439 CrPC (Regular Bail),1,23,52,1,0,1,1,1,1,1,1,1,1,0.7409,1,154,1,1,1,1,1,1,1,0.6395,93,6.4567,184.08,1,1,778044.25,0.1927,0,1,11.92,4,2,2,1,1,1,1,0,16,0.1808,0.0638,4,1,1,0,1
NCRB-SYNTH-100675,High Court,Sec 439 CrPC (Regular Bail),2,12,16,1,0,1,1,1,0,1,1,1,1,0.3718,1,126,1,1,1,0,0,1,1,0.6447,123,4.7266,103.36,1,1,2120512.25,0.1543,1,1,25.47,4,4,6,1,1,1,1,0,4,0.1209,0.0751,5,1,1,0,0
NCRB-SYNTH-100678,High Court,Sec 439 CrPC (Regular Bail),2,8,74,0,0,1,1,1,0,1,1,1,1,0.4198,0,176,1,1,1,1,1,1,1,0.8417,84,6.9327,88.51,1,1,2874960.61,0.0349,1,1,2.58,1,4,7,1,1,1,1,0,4,0.1817,0.1129,5,1,1,0,0
NCRB-SYNTH-100692,Trial Court,Trial Judgment,1,5,10,1,0,1,1,1,1,1,1,1,1,0.8171,0,104,0,0,1,1,0,1,1,0.5967,124,6.9491,204.28,1,1,2647119.87,0.1769,1,1,3.75,2,1,7,1,1,1,1,0,10,0.1218,0.0508,5,1,1,0,0
NCRB-SYNTH-100693,High Court,Sec 482 CrPC (Quashing),4,16,15,1,0,1,1,1,0,1,1,1,1,0.4688,1,26,1,0,1,0,1,1,1,1.0,135,5.2825,244.23,1,1,2424534.98,0.0322,1,1,32.2,1,4,3,1,1,1,1,0,3,0.5211,0.3759,1,1,1,0,0
NCRB-SYNTH-100700,Trial Court,Sec 482 CrPC (Quashing),2,13,42,1,0,1,1,1,0,1,1,1,1,0.4648,1,134,1,1,1,1,1,1,1,0.5989,114,4.6222,278.58,1,1,3349378.5,0.1877,1,1,10.26,4,3,7,1,1,1,1,0,5,0.2086,0.1164,3,1,1,1,0
NCRB-SYNTH-100701,High Court,Trial Judgment,21,8,95,1,0,1,1,1,0,1,1,1,1,0.7349,1,122,1,1,1,0,1,1,1,0.7363,74,4.7699,80.16,1,1,2646807.98,0.0215,1,1,17.77,5,4,9,1,1,1,1,0,40,0.275,0.0741,4,1,1,0,1
NCRB-SYNTH-100713,High Court,Trial Judgment,2,12,76,0,0,1,1,1,0,1,1,1,1,0.545,1,65,1,1,1,1,1,0,1,0.5729,103,4.1999,110.59,1,1,1988184.35,0.0372,1,1,10.07,4,1,9,1,1,0,0,1,4,0.2465,0.1531,5,1,1,0,0
NCRB-SYNTH-100714,High Court,Sec 482 CrPC (Quashing),2,17,93,1,0,1,1,1,0,1,1,1,1,0.4373,1,68,1,1,1,0,1,1,1,0.5743,70,7.7221,215.32,1,1,734758.17,0.0586,1,1,60.94,5,1,2,1,1,1,1,0,30,0.2387,0.0695,4,1,1,1,0
NCRB-SYNTH-100734,Supreme Court,Sec 482 CrPC (Quashing),27,22,19,1,0,1,1,1,1,1,1,1,1,0.5018,1,149,1,1,1,0,0,1,1,0.4867,124,5.6675,225.67,1,1,1731783.9,0.0082,1,1,29.42,4,4,5,1,1,1,1,0,7,0.1713,0.0824,5,1,1,0,0
NCRB-SYNTH-100735,High Court,Sec 439 CrPC (Regular Bail),1,7,80,1,0,1,1,1,0,1,1,1,1,0.9167,1,36,1,1,1,1,1,1,1,0.7538,86,6.9003,138.51,1,1,1280082.74,0.1659,1,1,6.73,2,4,9,1,1,1,1,0,10,0.1265,0.0528,3,1,1,0,1
NCRB-SYNTH-100737,High Court,Writ Petition (Detention),1,8,28,1,0,1,1,1,1,1,1,1,1,0.432,0,166,1,1,1,1,0,0,1,0.5202,102,5.7455,102.03,1,1,2547740.05,0.0114,1,1,9.02,1,2,9,1,1,0,0,1,44,0.3003,0.0789,4,1,1,1,0
NCRB-SYNTH-100739,Trial Court,Sec 439 CrPC (Regular Bail),2,23,63,1,0,1,1,1,1,1,1,1,1,0.9166,0,170,0,0,1,0,1,1,1,0.6181,67,6.2966,117.83,1,1,4316321.73,0.1742,0,1,8.11,4,3,2,1,1,0,0,1,25,0.1112,0.0341,4,1,1,1,0
NCRB-SYNTH-100740,High Court,Writ Petition (Detention),2,11,61,1,0,1,1,1,1,1,1,1,1,0.5067,0,140,0,0,1,1,1,0,1,0.6004,49,5.8887,264.06,1,1,1681647.4,0.1361,0,1,36.27,4,3,6,0,1,0,0,1,9,0.2489,0.1081,5,1,1,0,0
NCRB-SYNTH-100741,Trial Court,Writ Petition (Detention),1,3,21,1,0,1,1,1,0,1,1,1,1,0.4165,1,54,1,1,1,1,0,0,1,0.7494,86,7.2928,170.92,1,1,1919281.95,0.1503,0,1,24.73,3,2,8,1,1,1,1,0,23,0.1845,0.0581,4,1,1,0,0
NCRB-SYNTH-100744,High Court,Sec 439 CrPC (Regular Bail),1,8,85,1,0,1,1,1,0,1,1,1,1,0.9245,1,136,1,1,1,1,0,0,1,0.6088,62,6.3455,78.28,1,1,1902378.59,0.1678,1,1,6.79,5,1,4,1,1,1,1,0,1,0.4272,0.6164,1,1,1,0,1
NCRB-SYNTH-100747,Trial Court,Trial Judgment,4,18,5,1,0,1,1,1,1,1,1,1,1,0.559,1,66,1,0,1,0,1,1,1,0.6338,92,5.8072,58.97,1,1,1215781.17,0.0272,1,1,21.83,4,4,3,1,1,1,1,0,25,0.1237,0.038,4,1,1,0,0
NCRB-SYNTH-100748,Trial Court,Sec 439 CrPC (Regular Bail),21,22,15,1,0,1,1,1,1,1,1,1,1,0.6973,1,80,1,1,1,0,0,1,1,0.7152,65,5.824,93.82,1,1,903877.99,0.0234,0,1,12.2,5,3,2,1,1,1,1,0,37,0.1763,0.0485,4,1,1,1,1
NCRB-SYNTH-100758,High Court,Sec 439 CrPC (Regular Bail),1,10,35,1,0,1,1,1,0,1,1,1,1,0.6816,1,100,1,1,1,1,1,1,1,0.6592,57,7.0499,57.42,1,1,2973443.51,0.0412,1,1,8.14,3,3,9,1,1,1,1,0,34,0.2764,0.0777,4,1,1,0,1
NCRB-SYNTH-100774,Trial Court,Trial Judgment,15,19,57,1,0,1,1,1,0,1,1,1,1,0.4573,1,68,0,0,1,1,0,1,1,0.6655,115,3.8266,186.14,1,1,1456414.31,0.0448,1,1,26.0,2,4,6,1,1,1,1,0,9,0.2262,0.0983,5,1,1,0,0
NCRB-SYNTH-100782,High Court,Sec 439 CrPC (Regular Bail),15,6,16,1,0,1,1,1,0,1,1,1,1,0.4609,1,33,1,1,1,1,1,0,1,0.7162,132,5.9065,132.31,1,1,4416735.44,0.0661,1,1,33.44,1,4,5,1,1,1,1,0,4,0.2111,0.1312,5,1,1,0,0
NCRB-SYNTH-100788,Trial Court,Sec 439 CrPC (Regular Bail),1,24,32,1,0,1,1,1,0,1,1,1,1,0.7215,0,139,0,0,1,1,1,1,1,0.8492,132,3.9077,262.48,1,1,1184474.15,0.1871,1,1,2.6,5,1,6,1,1,1,1,0,6,0.1144,0.0588,3,1,1,0,0
NCRB-SYNTH-100789,High Court,Sec 439 CrPC (Regular Bail),7,6,83,0,0,1,1,1,1,1,1,1,1,0.582,1,157,1,1,1,1,1,1,1,0.6997,83,3.4055,179.08,1,1,2771655.4,0.1429,1,1,2.23,5,1,9,1,1,0,0,1,19,0.2202,0.0735,4,1,1,0,0
NCRB-SYNTH-100793,High Court,Sec 482 CrPC (Quashing),1,5,76,0,0,1,1,1,0,1,1,1,1,0.5299,1,134,1,1,1,1,1,1,1,0.6423,144,5.3167,95.59,1,1,1614699.9,0.1327,1,1,2.12,3,2,5,1,1,1,1,0,6,0.0861,0.0443,5,1,1,0,0
NCRB-SYNTH-100805,High Court,Sec 439 CrPC (Regular Bail),1,16,99,0,0,1,1,1,0,1,1,1,1,0.7884,1,158,1,1,1,1,0,0,1,0.8439,82,7.0632,214.07,1,1,1631539.14,0.144,1,1,8.64,3,2,5,1,1,1,1,0,1,0.9152,1.3204,1,1,1,0,1
NCRB-SYNTH-100809,Trial Court,Sec 439 CrPC (Regular Bail),7,11,39,1,0,1,1,1,1,1,1,1,1,0.6747,1,107,1,1,1,1,1,0,1,0.6413,134,3.9869,104.5,1,1,3494742.33,0.0437,0,1,1.07,4,3,9,1,1,0,0,1,12,0.2455,0.0957,4,1,1,0,1
NCRB-SYNTH-100816,Trial Court,Sec 482 CrPC (Quashing),1,22,89,1,0,1,1,1,1,1,1,1,1,0.7803,1,173,1,1,1,1,0,0,1,0.9355,100,6.0757,291.96,1,1,1347820.77,0.1543,1,1,1.82,1,2,2,0,1,1,1,0,9,0.1083,0.047,5,1,1,0,1
NCRB-SYNTH-100818,High Court,Sec 482 CrPC (Quashing),2,14,34,1,0,1,1,1,0,1,1,1,1,0.934,1,165,1,1,1,0,1,1,1,0.4888,67,7.6739,51.96,1,1,2222762.47,0.1631,1,1,5.36,3,4,4,1,1,0,0,1,6,0.1109,0.057,5,1,1,1,1
NCRB-SYNTH-100824,Trial Court,Sec 439 CrPC (Regular Bail),2,18,67,0,0,1,1,1,0,1,1,1,1,0.3382,1,153,1,1,1,1,1,1,1,0.6649,57,7.2054,250.08,1,1,1641760.5,0.0322,1,1,2.31,2,3,8,1,1,1,1,0,6,0.1383,0.0711,3,1,1,0,0
NCRB-SYNTH-100825,Trial Court,Sec 439 CrPC (Regular Bail),1,9,12,1,0,1,1,1,0,1,1,1,1,0.6319,1,20,1,1,1,1,1,1,1,0.8209,57,3.6729,251.24,1,1,3457739.91,0.0265,1,1,4.35,1,3,7,1,1,1,1,0,11,0.0758,0.0305,3,1,1,0,1
NCRB-SYNTH-100830,High Court,Writ Petition (Detention),15,12,37,1,0,1,1,1,1,1,1,1,1,0.5771,1,55,1,1,1,0,1,1,1,0.5961,84,4.7206,73.07,1,1,2536312.3,0.1938,0,1,9.08,2,4,6,1,1,1,1,0,4,0.2144,0.1332,3,1,1,0,0
NCRB-SYNTH-100832,Trial Court,Sec 482 CrPC (Quashing),7,24,47,1,0,1,1,1,0,1,1,1,1,0.7467,1,79,1,1,1,1,0,0,1,0.4872,100,5.9359,118.4,1,1,845403.94,0.162,1,1,16.04,5,2,5,1,1,1,1,0,35,0.2529,0.0706,4,1,1,0,1
NCRB-SYNTH-100835,Trial Court,Trial Judgment,4,5,80,0,0,1,1,1,0,1,1,1,1,0.8439,1,161,0,0,1,1,0,1,1,0.7735,133,3.2775,152.85,1,1,2805333.5,0.0443,0,1,10.3,5,3,5,1,1,1,1,0,4,0.0822,0.0511,5,1,1,0,0
NCRB-SYNTH-100836,Trial Court,Sec 439 CrPC (Regular Bail),1,10,47,1,0,1,1,1,0,1,1,1,1,0.8418,1,123,0,0,1,0,1,1,1,0.5466,100,7.2868,191.8,1,1,2205991.73,0.0796,1,1,31.96,4,3,2,1,1,1,1,0,7,0.2036,0.0979,5,1,1,1,0
