case_reference_id,court_level,case_type,number_of_cases_alleged,number_of_accused,victim_count,cross_state_indicator,cross_border_indicator,cybercrime_indicator,financial_fraud_indicator,organized_operation_indicator,repeat_offender_indicator,ipc_420,ipc_468_471,ipc_120b_or_34,evidence_completeness_score,charge_sheet_filed,custody_duration_days,statutory_cert_present,chain_of_custody_complete,night_call_ratio,call_burst_frequency,imei_sim_swap_ratio,avg_call_duration_sec,internet_banking_software_targeted,banking_password_compromised,unauthorized_transfer_amount_inr,amount_credited_to_accused_ratio,account_frozen_indicator,suspicious_credit_not_reported,bank_correction_request_absent,is_fund_transit_velocity_applicable,fund_transit_velocity_minutes,fan_in_count,linked_beneficiary_account_count,it_act_66,it_act_66c,reasonable_doubt_identity_gap,network_degree,network_betweenness,topological_kingpin_score,label_entity_role,label_high_risk_cyber_syndicate,label_public_order_vs_law_and_order,label_bail_or_custody_relief,label_conviction_outcome
NCRB-SYNTH-100649,High Court,Sec 439 CrPC (Regular Bail),15,11,47,1,0,1,1,1,1,1,1,1,0.4475,1,118,1,1,0.1554,5,1.012,103.59,1,1,11095306.59,0.2237,1,1,1,1,2.46,3,9,1,1,1,4,0.1991,0.1237,3,1,1,0,0
NCRB-SYNTH-100654,High Court,Sec 482 CrPC (Quashing),15,18,78,1,0,1,1,1,1,1,1,1,0.7337,1,142,1,1,0.1399,1,1.1175,159.3,1,1,9972168.92,0.1914,1,1,1,1,9.59,13,12,1,1,1,42,0.1405,0.0373,4,1,1,0,1
NCRB-SYNTH-100681,High Court,Sec 482 CrPC (Quashing),7,23,39,1,0,1,1,1,0,1,1,1,0.8574,1,147,1,0,0.1302,5,1.0705,141.73,1,1,11231531.01,0.6022,1,1,1,1,3.23,8,7,1,1,1,12,0.107,0.0417,4,1,1,0,1
NCRB-SYNTH-100689,Trial Court,Sec 439 CrPC (Regular Bail),15,5,74,1,0,1,1,1,0,1,1,1,0.9368,1,46,0,0,0.1079,6,1.2209,36.61,1,1,2524531.39,0.8076,1,1,1,1,13.37,11,3,1,1,1,2,0.5493,0.5,1,1,1,0,1
NCRB-SYNTH-100708,Trial Court,Trial Judgment,7,4,30,1,0,1,1,1,0,1,1,1,0.7122,1,137,1,1,0.0618,1,1.0574,52.43,1,1,2817958.67,0.4105,1,1,1,1,6.98,4,4,1,1,1,20,0.2045,0.0672,4,1,1,1,1
NCRB-SYNTH-100711,Trial Court,Sec 482 CrPC (Quashing),2,3,32,1,0,1,1,1,1,1,1,1,0.8346,1,56,1,0,0.0,9,1.1394,81.04,1,1,11768564.75,0.2512,1,1,1,1,14.79,7,15,1,1,1,7,0.1717,0.0826,3,1,1,0,1
NCRB-SYNTH-100717,Trial Court,Sec 439 CrPC (Regular Bail),7,5,87,1,0,1,1,1,1,1,1,1,0.8969,1,61,0,0,0.1342,9,1.1544,89.29,1,1,8392284.26,0.8098,1,1,1,1,7.65,8,12,1,1,1,10,0.1091,0.0455,3,1,1,0,1
NCRB-SYNTH-100720,High Court,Sec 439 CrPC (Regular Bail),2,8,84,1,0,1,1,1,0,1,1,1,0.439,1,131,1,0,0.0451,2,1.0839,56.83,1,1,9806949.56,0.3973,1,1,1,1,28.72,5,8,1,1,1,44,0.3129,0.0822,4,1,1,0,0
NCRB-SYNTH-100724,High Court,Sec 439 CrPC (Regular Bail),15,4,54,1,0,1,1,1,1,1,1,1,0.6748,1,37,1,1,0.0222,3,1.1273,170.49,1,1,11430991.55,0.1969,1,1,1,1,26.73,14,15,1,1,1,23,0.2278,0.0717,4,1,1,0,1
NCRB-SYNTH-100726,Trial Court,Sec 482 CrPC (Quashing),1,25,62,1,0,1,1,1,0,1,1,1,0.8296,1,60,0,0,0.0746,2,1.0,109.17,1,1,6202477.34,0.2917,1,1,1,1,1.27,22,5,1,1,1,8,0.2046,0.0931,3,1,1,0,1
NCRB-SYNTH-100728,Trial Court,Sec 439 CrPC (Regular Bail),45,22,30,1,0,1,1,1,0,1,1,1,0.6169,1,132,1,1,0.0357,3,1.1971,149.64,1,1,7686191.54,0.3448,1,1,1,1,9.77,20,5,1,1,1,3,0.7666,0.5529,1,1,1,1,1
NCRB-SYNTH-100732,Trial Court,Sec 439 CrPC (Regular Bail),4,5,48,1,0,1,1,1,1,1,1,1,0.7903,1,35,0,0,0.0,9,1.1433,46.79,1,1,11161640.16,0.921,1,1,1,1,5.26,24,15,1,1,1,2,0.6174,0.562,1,1,1,0,1
NCRB-SYNTH-100738,Supreme Court,Trial Judgment,2,12,81,0,0,1,1,1,0,1,1,1,0.4575,1,22,1,1,0.0831,2,1.0963,57.07,1,1,7623491.04,0.3452,1,1,1,1,4.33,17,3,1,1,1,44,0.2191,0.0575,4,1,1,0,0
NCRB-SYNTH-100743,High Court,Sec 439 CrPC (Regular Bail),21,18,81,1,0,1,1,1,0,1,1,1,0.8547,0,167,1,1,0.0536,9,1.0,88.1,1,1,10471060.21,0.4701,1,1,1,1,8.68,15,15,1,1,1,8,0.0693,0.0315,3,1,1,1,1
NCRB-SYNTH-100756,Supreme Court,Sec 439 CrPC (Regular Bail),1,16,24,1,0,1,1,1,0,1,1,1,0.4804,1,97,1,1,0.0753,5,1.0875,124.28,1,1,13101449.03,0.4454,1,1,1,1,11.64,20,10,1,1,1,35,0.2324,0.0649,4,1,1,1,0
NCRB-SYNTH-100760,Trial Court,Sec 439 CrPC (Regular Bail),4,22,43,1,0,1,1,1,1,1,1,1,0.6279,1,158,0,0,0.058,5,1.0,64.43,1,1,8482281.18,0.9874,1,1,1,1,6.75,25,12,1,1,1,1,0.6715,0.9688,1,1,1,0,1
NCRB-SYNTH-100764,High Court,Sec 439 CrPC (Regular Bail),7,25,67,1,0,1,1,1,1,1,1,1,0.6217,1,104,1,0,0.0227,2,1.2713,87.99,1,1,10002122.01,0.841,1,1,1,1,1.16,24,4,1,1,1,36,0.1585,0.0439,4,1,1,0,1
NCRB-SYNTH-100767,Trial Court,Sec 439 CrPC (Regular Bail),2,17,10,0,0,1,1,1,0,1,1,1,0.7149,1,22,1,1,0.1217,8,1.2049,157.49,1,1,12829694.48,0.4092,1,1,1,1,16.4,19,8,1,1,1,34,0.0906,0.0255,4,1,1,1,1
NCRB-SYNTH-100770,Trial Court,Sec 439 CrPC (Regular Bail),4,23,32,1,0,1,1,1,0,1,1,1,0.6717,1,141,1,0,0.1323,1,1.0503,126.72,1,1,3940752.91,0.5523,1,1,1,1,15.75,14,12,1,1,1,1,0.488,0.704,1,1,1,0,1
NCRB-SYNTH-100772,Trial Court,Sec 439 CrPC (Regular Bail),7,12,55,1,0,1,1,1,1,1,1,1,0.8457,1,78,1,1,0.088,9,1.1096,119.36,1,1,5013332.53,0.4823,1,1,1,1,2.35,25,7,1,1,1,4,0.1932,0.12,3,1,1,0,1
NCRB-SYNTH-100775,High Court,Sec 439 CrPC (Regular Bail),27,10,48,1,0,1,1,1,0,1,1,1,0.5956,1,18,1,1,0.1379,3,1.0732,42.61,1,1,14913616.46,0.5617,1,1,1,1,10.94,21,11,1,1,1,36,0.1411,0.0391,4,1,1,0,0
NCRB-SYNTH-100778,Trial Court,Sec 439 CrPC (Regular Bail),2,21,69,1,0,1,1,1,0,1,1,1,0.6643,1,144,1,0,0.0589,7,1.1178,176.12,1,1,14932595.14,0.3195,1,1,1,1,15.34,17,5,1,1,1,11,0.0723,0.0291,3,1,1,0,1
NCRB-SYNTH-100779,High Court,Trial Judgment,2,6,84,1,0,1,1,1,0,1,1,1,0.5531,1,122,0,0,0.0918,1,1.1098,72.59,1,1,2601649.87,0.9255,1,1,1,1,4.32,12,12,1,1,1,41,0.2121,0.0568,4,1,1,0,0
NCRB-SYNTH-100801,High Court,Trial Judgment,4,16,72,0,1,1,1,1,0,1,1,1,0.9545,1,118,1,1,0.0916,9,1.0,78.39,1,1,4528022.59,0.6701,1,1,1,1,1.25,11,9,1,1,1,44,0.2408,0.0632,4,1,1,0,1
NCRB-SYNTH-100806,Trial Court,Sec 439 CrPC (Regular Bail),4,9,34,1,0,1,1,1,1,1,1,1,0.7765,1,77,0,0,0.0704,7,1.0319,162.33,1,1,3681090.29,0.2243,1,1,1,1,8.58,3,7,1,1,1,33,0.3081,0.0874,4,1,1,0,1
NCRB-SYNTH-100812,Trial Court,Sec 439 CrPC (Regular Bail),4,4,10,1,0,1,1,1,0,1,1,1,0.5794,1,42,1,1,0.1015,9,1.0772,73.31,1,1,10829573.13,0.495,1,1,1,1,6.7,9,15,1,1,1,3,0.4991,0.3601,1,1,1,0,0
NCRB-SYNTH-100821,High Court,Sec 439 CrPC (Regular Bail),2,21,84,1,0,1,1,1,1,1,1,1,0.71,1,25,1,1,0.0818,9,1.235,36.85,1,1,5681549.65,0.3656,1,1,1,1,9.65,16,12,1,1,1,3,0.4657,0.3359,1,1,1,0,1
NCRB-SYNTH-100829,High Court,Sec 482 CrPC (Quashing),4,14,95,1,0,1,1,1,0,1,1,1,0.742,1,77,0,0,0.0625,4,1.2016,174.42,1,1,6985146.24,0.9989,1,1,1,1,2.81,20,15,1,1,1,15,0.24,0.0866,4,1,1,0,1
NCRB-SYNTH-100852,High Court,Sec 482 CrPC (Quashing),15,22,69,1,0,1,1,1,0,1,1,1,0.5048,1,154,1,1,0.0,9,1.0386,127.36,1,1,9454216.24,0.5115,1,1,1,1,13.07,15,15,1,1,1,25,0.3093,0.0949,4,1,1,0,0
NCRB-SYNTH-100861,Trial Court,Sec 439 CrPC (Regular Bail),2,14,40,1,0,1,1,1,0,1,1,1,0.7685,1,21,1,1,0.0558,2,1.2606,58.42,1,1,10783767.62,0.8149,1,1,1,1,16.81,8,4,1,1,1,8,0.0791,0.036,3,1,1,0,1
NCRB-SYNTH-100877,Trial Court,Sec 482 CrPC (Quashing),2,5,42,1,0,1,1,1,0,1,1,1,0.6435,0,113,1,1,0.0354,5,1.0,155.67,1,1,11900755.31,0.9961,1,1,1,1,2.16,18,5,1,1,1,2,0.7207,0.656,1,1,1,0,1
NCRB-SYNTH-100885,Trial Court,Sec 439 CrPC (Regular Bail),7,21,60,1,0,1,1,1,1,1,1,1,0.5328,1,47,1,1,0.156,5,1.1706,168.57,1,1,13299349.18,0.4141,1,1,1,1,36.46,8,3,1,1,1,28,0.1937,0.0575,4,1,1,0,0
NCRB-SYNTH-100891,Supreme Court,Sec 439 CrPC (Regular Bail),1,15,84,1,0,1,1,1,1,1,1,1,0.9363,1,117,0,0,0.087,8,1.0,92.13,1,1,2556234.14,0.5812,1,1,1,1,3.26,6,15,1,1,1,1,0.4927,0.7108,1,1,1,1,1
NCRB-SYNTH-100893,High Court,Sec 439 CrPC (Regular Bail),7,19,69,0,1,1,1,1,0,1,1,1,0.5121,1,63,1,1,0.022,7,1.0313,42.52,1,1,3631719.26,0.5265,1,1,1,1,14.36,7,13,1,1,1,39,0.1972,0.0535,4,1,1,0,0
NCRB-SYNTH-100907,Supreme Court,Writ Petition (Detention),2,18,18,1,0,1,1,1,1,1,1,1,0.7818,1,91,0,0,0.1255,2,1.0951,42.56,1,1,4171397.54,0.5024,1,1,1,1,7.22,3,15,1,1,1,24,0.3052,0.0948,4,1,1,0,1
NCRB-SYNTH-100919,High Court,Sec 482 CrPC (Quashing),4,21,55,1,0,1,1,1,0,1,1,1,0.8153,1,120,1,1,0.113,5,1.0165,156.57,1,1,11936237.8,0.424,1,1,1,1,4.66,12,14,1,1,1,19,0.2009,0.0671,4,1,1,0,1
NCRB-SYNTH-100924,High Court,Sec 482 CrPC (Quashing),4,8,71,1,0,1,1,1,0,1,1,1,0.7225,1,156,1,1,0.0985,7,1.0,86.2,1,1,10816642.24,0.5893,1,1,1,1,12.56,23,15,1,1,1,30,0.2533,0.0738,4,1,1,0,1
NCRB-SYNTH-100932,High Court,Sec 482 CrPC (Quashing),2,11,5,1,0,1,1,1,0,1,1,1,0.7048,1,52,1,1,0.0632,8,1.0,94.02,1,1,3974780.0,0.8626,1,1,1,1,4.36,21,8,1,1,1,15,0.1865,0.0673,4,1,1,0,1
NCRB-SYNTH-100944,High Court,Trial Judgment,15,18,70,0,0,1,1,1,0,1,1,1,0.9047,1,160,1,0,0.1413,9,1.2928,55.29,1,1,4706394.09,0.5593,1,1,1,1,3.13,21,10,1,1,1,21,0.2284,0.0739,4,1,1,1,1
NCRB-SYNTH-100960,High Court,Sec 439 CrPC (Regular Bail),21,15,8,1,0,1,1,1,1,1,1,1,0.7297,1,104,1,1,0.0869,3,1.3781,84.0,1,1,6348464.9,0.6264,1,1,1,1,29.07,22,10,1,1,1,29,0.1688,0.0496,4,1,1,0,1
NCRB-SYNTH-100967,Trial Court,Sec 482 CrPC (Quashing),4,13,30,1,0,1,1,1,0,1,1,1,0.8855,1,131,1,1,0.0496,4,1.3064,86.79,1,1,3713373.96,0.614,1,1,1,1,1.28,22,11,1,1,1,2,0.7021,0.6391,1,1,1,0,1
NCRB-SYNTH-100973,Trial Court,Sec 482 CrPC (Quashing),4,21,44,1,0,1,1,1,0,1,1,1,0.912,0,49,1,1,0.1342,1,1.0,77.24,1,1,11781522.56,0.4853,1,1,1,1,5.82,4,10,1,1,1,21,0.2278,0.0737,4,1,1,0,1
NCRB-SYNTH-100982,Trial Court,Sec 439 CrPC (Regular Bail),1,7,71,0,0,1,1,1,0,1,1,1,0.6872,1,127,1,0,0.0976,2,1.292,130.94,1,1,7776515.06,0.3882,1,1,1,1,2.48,21,4,1,1,1,34,0.1331,0.0374,4,1,1,1,1
NCRB-SYNTH-100985,High Court,Sec 439 CrPC (Regular Bail),7,11,77,1,0,1,1,1,0,1,1,1,0.952,1,135,1,1,0.0047,5,1.0335,126.42,1,1,940288.06,0.3047,1,1,1,1,25.47,16,11,1,1,1,20,0.0903,0.0297,4,1,1,0,1
NCRB-SYNTH-100990,Trial Court,Sec 482 CrPC (Quashing),4,15,89,1,0,1,1,1,1,1,1,1,0.4884,1,48,1,1,0.0076,1,1.0,162.14,1,1,8372556.61,0.9658,1,1,1,1,9.23,8,14,1,1,1,9,0.1145,0.0497,3,1,1,0,0
NCRB-SYNTH-100991,Trial Court,Trial Judgment,1,25,46,1,0,1,1,1,0,1,1,1,0.9603,0,134,1,0,0.0,9,1.1535,153.06,1,1,951502.32,0.6579,1,1,1,1,1.76,23,10,1,1,1,6,0.1478,0.0759,3,1,1,0,1
NCRB-SYNTH-101004,Supreme Court,Sec 439 CrPC (Regular Bail),2,8,71,1,0,1,1,1,0,1,1,1,0.5057,1,83,1,1,0.143,9,1.0,114.53,1,1,3821971.32,0.3803,1,1,1,1,3.35,21,12,1,1,1,3,0.4479,0.3231,1,1,1,0,0
NCRB-SYNTH-101005,Trial Court,Sec 482 CrPC (Quashing),2,13,66,1,0,1,1,1,0,1,1,1,0.719,0,52,1,1,0.0311,1,1.1606,131.54,1,1,3560608.95,0.7113,1,1,1,1,15.21,17,11,1,1,1,40,0.1839,0.0495,4,1,1,0,1
NCRB-SYNTH-101008,Trial Court,Sec 439 CrPC (Regular Bail),2,24,31,0,0,1,1,1,1,1,1,1,0.9328,0,121,1,0,0.0878,1,1.0344,117.86,1,1,11098420.47,0.4173,1,1,1,1,14.43,19,6,1,1,1,19,0.2414,0.0806,4,1,1,0,1
NCRB-SYNTH-101015,High Court,Sec 439 CrPC (Regular Bail),7,14,97,1,0,1,1,1,1,1,1,1,0.6893,1,75,0,0,0.1332,7,1.0,79.8,1,1,7159835.46,0.468,1,1,1,1,15.32,23,5,1,1,1,1,0.8528,1.2303,1,1,1,0,1
NCRB-SYNTH-101028,High Court,Sec 439 CrPC (Regular Bail),21,5,97,1,0,1,1,1,0,1,1,1,0.57,1,25,0,0,0.0894,9,1.0622,162.56,1,1,14876073.87,0.8267,1,1,1,1,15.72,3,3,1,1,1,9,0.1014,0.044,3,1,1,0,0
NCRB-SYNTH-101030,Trial Court,Sec 439 CrPC (Regular Bail),7,15,30,1,0,1,1,1,1,1,1,1,0.8224,1,53,1,1,0.1125,3,1.0,96.28,1,1,1788336.97,0.8131,1,1,1,1,38.12,11,6,1,1,1,11,0.0793,0.0319,3,1,1,0,1
NCRB-SYNTH-101038,High Court,Sec 482 CrPC (Quashing),4,25,13,1,0,1,1,1,0,1,1,1,0.8702,1,175,1,1,0.0573,8,1.1704,161.64,1,1,5540320.47,0.5972,1,1,1,1,21.93,10,8,1,1,1,41,0.1907,0.051,4,1,1,0,1
NCRB-SYNTH-101042,Trial Court,Sec 439 CrPC (Regular Bail),4,16,16,1,0,1,1,1,1,1,1,1,0.4009,1,33,1,1,0.0395,3,1.0,64.66,1,1,11602827.41,0.9139,1,1,1,1,8.73,11,8,1,1,1,25,0.1386,0.0425,4,1,1,0,0
NCRB-SYNTH-101054,High Court,Sec 439 CrPC (Regular Bail),4,3,51,1,0,1,1,1,0,1,1,1,0.4134,1,47,1,1,0.078,2,1.174,104.5,1,1,9061270.8,0.3502,1,1,1,1,12.9,19,13,1,1,1,44,0.2187,0.0575,4,1,1,0,0
NCRB-SYNTH-101057,Trial Court,Sec 439 CrPC (Regular Bail),7,15,70,1,0,1,1,1,1,1,1,1,0.4801,1,108,1,1,0.0759,1,1.0,35.0,1,1,11955020.93,0.8513,1,1,1,1,2.24,19,9,1,1,1,10,0.1004,0.0419,3,1,1,0,0
NCRB-SYNTH-101063,Trial Court,Sec 439 CrPC (Regular Bail),4,3,77,1,0,1,1,1,0,1,1,1,0.4254,1,82,0,1,0.1117,7,1.0101,54.41,1,1,4664563.47,0.6043,1,1,1,1,16.43,14,6,1,1,1,3,0.4852,0.35,1,1,1,0,0
NCRB-SYNTH-101066,High Court,Sec 482 CrPC (Quashing),2,10,75,1,1,1,1,1,0,1,1,1,0.5158,0,69,1,1,0.0679,7,1.0,123.76,1,1,5522970.16,0.1892,1,1,1,1,13.54,3,4,1,1,1,30,0.16,0.0466,4,1,1,0,0
NCRB-SYNTH-101081,Supreme Court,Sec 482 CrPC (Quashing),7,22,63,0,0,1,1,1,0,1,1,1,0.7165,0,115,1,1,0.0924,9,1.0,157.33,1,1,3452577.62,0.2593,1,1,1,1,14.49,15,10,1,1,1,7,0.1228,0.0591,3,1,1,0,1
NCRB-SYNTH-101099,High Court,Sec 439 CrPC (Regular Bail),4,23,32,1,0,1,1,1,1,1,1,1,0.7847,1,23,1,1,0.1117,7,1.0174,30.24,1,1,13142473.96,0.4019,1,1,1,1,19.13,20,14,1,1,1,3,0.8691,0.6269,1,1,1,0,1
NCRB-SYNTH-101108,Supreme Court,Sec 482 CrPC (Quashing),1,16,14,1,0,1,1,1,0,1,1,1,0.6268,1,138,1,1,0.0667,9,1.0,59.9,1,1,11271579.95,0.9059,1,1,1,1,10.53,19,15,1,1,1,10,0.111,0.0463,3,1,1,0,1
NCRB-SYNTH-101111,High Court,Sec 482 CrPC (Quashing),1,14,49,1,0,1,1,1,0,1,1,1,0.5897,0,36,0,0,0.0536,1,1.1992,108.26,1,1,7903194.72,0.5752,1,1,1,1,7.23,14,12,1,1,1,25,0.161,0.0494,4,1,1,0,0
NCRB-SYNTH-101124,Trial Court,Sec 439 CrPC (Regular Bail),2,9,69,1,1,1,1,1,0,1,1,1,0.643,0,98,1,0,0.0989,3,1.0935,150.91,1,1,9848096.04,0.8629,1,1,1,1,2.19,12,8,1,1,1,6,0.0745,0.0383,3,1,1,0,1
NCRB-SYNTH-101131,Trial Court,Sec 482 CrPC (Quashing),4,3,65,0,0,1,1,1,0,1,1,1,0.7609,1,93,0,0,0.0555,6,1.0,113.28,1,1,655565.62,0.725,1,1,1,1,11.94,13,3,1,1,1,2,0.8491,0.7729,1,1,1,0,1
NCRB-SYNTH-101141,Supreme Court,Sec 439 CrPC (Regular Bail),4,10,66,0,0,1,1,1,0,1,1,1,0.5863,1,150,1,0,0.0492,7,1.0494,42.85,1,1,8546994.31,0.885,1,1,1,1,10.06,12,5,1,1,1,7,0.0525,0.0253,3,1,1,0,0
NCRB-SYNTH-101147,High Court,Sec 482 CrPC (Quashing),1,22,70,1,0,1,1,1,1,1,1,1,0.7565,1,48,0,0,0.0865,1,1.1413,136.02,1,1,7845630.37,0.7612,1,1,1,1,3.16,16,10,1,1,1,8,0.1907,0.0868,3,1,1,0,1
NCRB-SYNTH-101151,Supreme Court,Sec 482 CrPC (Quashing),2,25,71,1,0,1,1,1,0,1,1,1,0.7507,1,100,1,1,0.0264,6,1.1535,123.04,1,1,9116477.61,0.6149,1,1,1,1,4.97,10,4,1,1,1,8,0.1262,0.0574,3,1,1,0,1
NCRB-SYNTH-101152,Trial Court,Sec 439 CrPC (Regular Bail),1,5,23,1,0,1,1,1,0,1,1,1,0.6115,1,139,1,1,0.0109,9,1.0479,69.15,1,1,6001192.97,0.4255,1,1,1,1,2.81,9,3,1,1,1,42,0.2552,0.0679,4,1,1,0,1
NCRB-SYNTH-101156,Trial Court,Writ Petition (Detention),21,11,8,1,0,1,1,1,0,1,1,1,0.4624,0,163,1,0,0.0831,9,1.2312,45.84,1,1,9284405.05,0.2121,1,1,1,1,15.86,22,5,1,1,1,31,0.0894,0.0258,4,1,1,0,0
NCRB-SYNTH-101161,Trial Court,Trial Judgment,2,17,47,0,0,1,1,1,0,1,1,1,0.7622,1,97,1,1,0.1102,6,1.2283,75.35,1,1,3009978.83,0.3744,1,1,1,1,1.64,23,6,1,1,1,8,0.0504,0.0229,3,1,1,0,1
NCRB-SYNTH-101164,Trial Court,Sec 439 CrPC (Regular Bail),1,13,22,1,0,1,1,1,1,1,1,1,0.7576,1,130,0,0,0.1133,8,1.0568,50.14,1,1,6915406.17,0.7188,1,1,1,1,23.99,9,12,1,1,1,10,0.2148,0.0896,3,1,1,0,1
NCRB-SYNTH-101166,Trial Court,Sec 439 CrPC (Regular Bail),7,25,86,1,0,1,1,1,1,1,1,1,0.9403,1,172,1,1,0.1575,1,1.1086,51.53,1,1,3814193.43,0.8515,1,1,1,1,6.83,9,8,1,1,1,41,0.2121,0.0567,4,1,1,0,1
NCRB-SYNTH-101167,High Court,Sec 439 CrPC (Regular Bail),2,8,50,1,0,1,1,1,0,1,1,1,0.7022,1,166,1,1,0.1001,8,1.0,127.88,1,1,12587433.82,0.5337,1,1,1,1,1.9,17,3,1,1,1,13,0.1669,0.0632,4,1,1,0,1
NCRB-SYNTH-101177,High Court,Sec 482 CrPC (Quashing),4,22,25,1,0,1,1,1,0,1,1,1,0.7089,1,178,1,1,0.1359,5,1.2505,140.77,1,1,3992766.86,0.4996,1,1,1,1,6.86,4,12,1,1,1,32,0.1148,0.0328,4,1,1,1,1
NCRB-SYNTH-101179,Trial Court,Sec 439 CrPC (Regular Bail),2,25,34,1,1,1,1,1,0,1,1,1,0.898,0,74,1,1,0.0882,4,1.2504,52.59,1,1,4163485.86,0.2498,1,1,1,1,36.99,21,7,1,1,1,3,0.8721,0.6291,1,1,1,0,1
NCRB-SYNTH-101190,Trial Court,Sec 439 CrPC (Regular Bail),45,19,45,1,0,1,1,1,0,1,1,1,0.5814,1,39,1,1,0.0972,4,1.2485,39.74,1,1,9623733.82,0.2875,1,1,1,1,6.67,14,6,1,1,1,38,0.1612,0.044,4,1,1,0,0
NCRB-SYNTH-101199,High Court,Sec 482 CrPC (Quashing),27,25,21,1,0,1,1,1,1,1,1,1,0.5956,1,110,1,1,0.0952,2,1.1188,82.42,1,1,14590201.99,0.8449,1,1,1,1,2.52,8,14,1,1,1,37,0.2221,0.061,4,1,1,0,0
NCRB-SYNTH-101201,High Court,Trial Judgment,7,20,9,1,0,1,1,1,1,1,1,1,0.4295,1,38,1,1,0.1115,8,1.0095,155.31,1,1,2541268.14,0.6701,1,1,1,1,6.63,21,5,1,1,1,2,0.5282,0.4808,1,1,1,0,0
NCRB-SYNTH-101206,High Court,Writ Petition (Detention),7,18,77,1,0,1,1,1,0,1,1,1,0.7003,1,115,1,1,0.117,4,1.1379,63.83,1,1,12283697.19,0.8658,1,1,1,1,7.67,6,7,1,1,1,10,0.2483,0.1035,3,1,1,0,1
NCRB-SYNTH-101214,High Court,Sec 482 CrPC (Quashing),4,15,42,1,0,1,1,1,1,1,1,1,0.7815,1,171,1,1,0.155,4,1.2615,171.22,1,1,8274890.88,0.914,1,1,1,1,30.38,9,3,1,1,1,3,0.9348,0.6743,1,1,1,0,1
NCRB-SYNTH-101242,High Court,Sec 439 CrPC (Regular Bail),27,20,69,1,0,1,1,1,0,1,1,1,0.3993,1,51,1,1,0.0952,3,1.2241,163.06,1,1,11666783.53,0.477,1,1,1,1,13.11,8,4,1,1,1,19,0.279,0.0931,4,1,1,0,0
NCRB-SYNTH-101243,High Court,Sec 482 CrPC (Quashing),4,12,93,1,0,1,1,1,0,1,1,1,0.7557,1,91,1,1,0.0721,7,1.0599,85.11,1,1,7476701.51,0.8263,1,1,1,1,6.58,3,7,1,1,1,44,0.2249,0.0591,4,1,1,0,1
NCRB-SYNTH-101244,Supreme Court,Sec 439 CrPC (Regular Bail),2,15,17,1,0,1,1,1,1,1,1,1,0.6405,1,43,1,1,0.0248,6,1.0716,159.19,1,1,11674753.17,0.1793,1,1,1,1,2.3,6,4,1,1,1,42,0.2608,0.0693,4,1,1,0,1
NCRB-SYNTH-101245,High Court,Sec 439 CrPC (Regular Bail),2,21,31,1,0,1,1,1,1,1,1,1,0.761,0,158,1,0,0.113,7,1.0592,54.71,1,1,2529524.55,0.2912,1,1,1,1,1.01,6,5,1,1,1,12,0.25,0.0975,4,1,1,1,1
NCRB-SYNTH-101251,Trial Court,Trial Judgment,2,20,29,1,0,1,1,1,0,1,1,1,0.8327,1,138,1,0,0.1219,6,1.1028,128.52,1,1,7238446.67,0.8753,1,1,1,1,2.53,24,3,1,1,1,2,0.5327,0.4849,1,1,1,0,1
NCRB-SYNTH-101262,Trial Court,Sec 439 CrPC (Regular Bail),4,14,99,1,0,1,1,1,0,1,1,1,0.7722,1,130,1,1,0.1051,1,1.2376,146.35,1,1,4659991.78,0.2689,1,1,1,1,42.57,16,9,1,1,1,11,0.1193,0.048,3,1,1,0,1
NCRB-SYNTH-101273,High Court,Trial Judgment,2,17,79,1,0,1,1,1,0,1,1,1,0.9519,0,154,1,1,0.1033,6,1.0407,153.65,1,1,13591344.74,0.647,1,1,1,1,3.54,9,8,1,1,1,7,0.0573,0.0276,3,1,1,0,1
NCRB-SYNTH-101282,High Court,Sec 439 CrPC (Regular Bail),7,9,83,1,0,1,1,1,0,1,1,1,0.4722,1,80,0,0,0.0912,2,1.1989,129.69,1,1,4281105.09,0.2581,1,1,1,1,1.26,12,10,1,1,1,10,0.1429,0.0596,3,1,1,0,0
NCRB-SYNTH-101295,High Court,Sec 482 CrPC (Quashing),4,19,35,1,0,1,1,1,1,1,1,1,0.828,1,133,1,1,0.0401,4,1.0829,92.6,1,1,13243468.97,0.3401,1,1,1,1,37.4,15,13,1,1,1,14,0.0948,0.035,4,1,1,0,1
NCRB-SYNTH-101300,Trial Court,Sec 439 CrPC (Regular Bail),15,22,12,1,0,1,1,1,1,1,1,1,0.9101,1,57,0,0,0.042,4,1.0579,134.33,1,1,2297953.65,0.425,1,1,1,1,16.53,18,7,1,1,1,6,0.0899,0.0462,3,1,1,1,1
NCRB-SYNTH-101305,High Court,Sec 439 CrPC (Regular Bail),4,21,7,1,0,1,1,1,0,1,1,1,0.5424,1,149,1,1,0.0876,9,1.3013,35.54,1,1,11102113.29,0.1666,1,1,1,1,32.58,24,5,1,1,1,42,0.3035,0.0807,4,1,1,0,0
NCRB-SYNTH-101307,High Court,Sec 439 CrPC (Regular Bail),7,17,16,1,0,1,1,1,0,1,1,1,0.6239,1,156,0,0,0.0751,9,1.0916,56.7,1,1,12850550.62,0.5291,1,1,1,1,8.43,7,13,1,1,1,2,0.9262,0.843,1,1,1,0,1
