case_reference_id,court_level,case_type,number_of_cases_alleged,number_of_accused,victim_count,cross_state_indicator,property_offence_indicator,organized_operation_indicator,repeat_offender_indicator,ipc_379,ipc_420,ipc_120b_or_34,evidence_completeness_score,charge_sheet_filed,custody_duration_days,statutory_cert_present,chain_of_custody_complete,night_call_ratio,call_burst_frequency,imei_sim_swap_ratio,avg_call_duration_sec,unauthorized_transfer_amount_inr,amount_credited_to_accused_ratio,vehicle_assisted_theft,helmet_concealment_indicator,victim_walking_alone_indicator,victim_approached_from_behind,physical_force_used,stolen_physical_asset_count,stolen_asset_recovered,victim_identification_success,test_identification_parade_validity,reasonable_doubt_identity_gap,ipc_356,ipc_392,ipc_411,ipc_448,ipc_380,network_degree,network_betweenness,topological_kingpin_score,label_entity_role,label_bail_or_custody_relief,label_conviction_outcome
NCRB-SYNTH-100425,Trial Court,Sec 439 CrPC (Regular Bail),15,4,1,1,1,1,0,1,0,0,0.8226,1,29,0,0,0.045,8,1.0469,82.32,16359.76,0.045,1,1,1,1,1,2,0,0,0,1,1,1,1,0,0,4,0.0633,0.0393,2,1,0
NCRB-SYNTH-100430,Trial Court,Writ Petition (Detention),7,5,2,0,1,0,0,1,0,1,0.6034,1,23,0,0,0.1466,9,1.0,169.05,26186.34,0.0115,1,1,0,1,1,4,0,0,0,1,1,1,0,0,0,2,0.0113,0.0103,0,1,0
NCRB-SYNTH-100431,Trial Court,Sec 439 CrPC (Regular Bail),1,4,2,0,1,1,0,1,0,1,0.5997,1,17,0,0,0.0635,5,1.1066,47.52,22237.07,0.1899,1,1,1,1,1,3,1,0,0,1,1,0,0,0,0,3,0.0409,0.0295,2,1,0
NCRB-SYNTH-100434,Trial Court,Sec 439 CrPC (Regular Bail),1,4,1,0,1,0,1,1,1,0,0.8939,1,107,0,0,0.0789,4,1.0,141.83,30727.06,0.0943,1,1,1,1,1,3,1,0,0,1,0,1,1,0,0,1,0.0341,0.0492,2,1,0
NCRB-SYNTH-100435,Trial Court,Writ Petition (Detention),4,2,1,0,1,0,0,1,0,0,0.7283,1,137,1,1,0.0904,2,1.169,100.7,6553.64,0.1135,0,0,1,0,0,3,0,0,0,1,1,1,1,0,1,4,0.0319,0.0198,2,1,0
NCRB-SYNTH-100437,Trial Court,Sec 482 CrPC (Quashing),2,3,2,0,1,0,0,1,0,0,0.8512,1,50,1,1,0.1313,2,1.0715,76.13,20846.65,0.1251,1,0,1,1,0,2,0,1,1,0,1,0,0,0,0,2,0.0302,0.0275,2,0,1
NCRB-SYNTH-100440,Trial Court,Sec 439 CrPC (Regular Bail),4,4,2,0,1,0,0,1,0,0,0.5596,1,151,0,0,0.0845,6,1.1882,52.98,11517.66,0.0481,1,0,1,1,0,3,1,0,0,1,0,0,1,0,0,2,0.0152,0.0139,2,1,0
NCRB-SYNTH-100441,Trial Court,Sec 482 CrPC (Quashing),1,5,1,1,1,0,0,1,0,0,0.5674,1,130,0,1,0.0172,7,1.0,176.84,3883.88,0.1633,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0.0238,0.0344,0,1,0
NCRB-SYNTH-100450,Trial Court,Trial Judgment,2,2,1,0,1,0,1,1,0,0,0.8717,1,118,0,0,0.105,5,1.0,175.96,12699.79,0.0396,1,0,1,1,1,2,0,1,1,0,1,0,0,0,0,2,0.0257,0.0234,2,0,1
NCRB-SYNTH-100455,Trial Court,Sec 482 CrPC (Quashing),1,3,1,0,1,0,0,1,0,0,0.4644,1,72,0,0,0.1001,4,1.0,162.03,6102.28,0.0011,0,1,1,1,1,4,1,0,0,1,1,0,0,0,0,3,0.0194,0.014,2,1,0
NCRB-SYNTH-100457,High Court,Sec 482 CrPC (Quashing),1,4,1,0,1,1,0,1,1,0,0.6618,0,84,1,0,0.0497,2,1.0296,103.56,6813.92,0.1714,1,1,1,1,1,2,1,0,0,1,1,0,0,0,0,3,0.0397,0.0286,2,1,0
NCRB-SYNTH-100459,Trial Court,Trial Judgment,1,5,1,0,1,0,0,1,0,0,0.5152,1,117,0,0,0.1549,9,1.0,94.82,6407.99,0.1839,1,0,1,1,1,3,1,1,1,0,1,1,1,0,1,4,0.0421,0.0262,0,0,0
NCRB-SYNTH-100460,Trial Court,Trial Judgment,4,2,1,0,1,0,1,1,0,0,0.5906,1,92,0,0,0.0432,8,1.0574,78.35,14389.86,0.0592,1,0,1,1,1,2,1,0,0,1,1,1,0,1,0,2,0.0704,0.0641,2,1,0
NCRB-SYNTH-100461,High Court,Writ Petition (Detention),2,4,2,0,1,1,0,1,0,1,0.6814,0,157,0,1,0.0518,3,1.0,79.38,18432.51,0.0839,1,1,0,0,1,1,1,0,0,1,1,0,1,0,0,1,0.0154,0.0222,2,1,0
NCRB-SYNTH-100471,High Court,Sec 439 CrPC (Regular Bail),1,5,1,0,1,0,0,1,0,0,0.6456,1,114,1,1,0.104,5,1.1742,59.71,37801.05,0.1425,1,0,1,1,1,4,0,0,0,1,1,0,1,0,0,1,0.0184,0.0265,2,1,0
NCRB-SYNTH-100473,High Court,Writ Petition (Detention),4,4,2,0,1,0,0,1,0,1,0.5091,0,121,1,1,0.1007,3,1.0751,145.12,27362.67,0.143,1,1,1,1,1,3,0,0,0,1,1,0,1,0,0,1,0.0507,0.0731,2,1,0
NCRB-SYNTH-100477,Trial Court,Writ Petition (Detention),4,2,1,0,1,0,1,1,0,1,0.6616,1,71,1,1,0.0,2,1.0715,159.09,29738.51,0.1857,1,1,0,1,0,3,1,0,0,1,1,0,1,0,1,4,0.0728,0.0452,0,1,0
NCRB-SYNTH-100487,Trial Court,Sec 482 CrPC (Quashing),1,1,2,0,1,0,0,1,0,0,0.5391,1,152,1,1,0.0203,2,1.0,77.26,38630.98,0.0252,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0.0185,0.0267,2,1,0
NCRB-SYNTH-100494,Trial Court,Sec 482 CrPC (Quashing),4,1,1,0,1,0,1,1,0,0,0.6712,1,158,0,0,0.0163,9,1.0689,102.26,4307.71,0.0927,1,1,1,1,1,2,0,0,0,1,1,0,1,0,0,2,0.0698,0.0636,2,1,0
NCRB-SYNTH-100498,Trial Court,Sec 439 CrPC (Regular Bail),2,2,2,0,1,0,0,1,0,0,0.8179,1,54,0,0,0.086,6,1.0985,38.01,37443.17,0.139,1,0,1,1,0,5,0,1,1,0,0,1,1,0,0,3,0.0683,0.0492,2,0,1
NCRB-SYNTH-100506,High Court,Sec 439 CrPC (Regular Bail),4,2,2,0,1,0,1,1,0,1,0.9184,1,28,1,1,0.1279,6,1.1185,136.8,34226.34,0.1632,1,1,1,1,1,4,1,0,0,1,1,1,1,0,0,2,0.0887,0.0808,2,1,0
NCRB-SYNTH-100515,Trial Court,Trial Judgment,2,5,2,0,1,1,0,1,0,1,0.6896,1,66,0,0,0.0925,1,1.0694,159.28,16244.67,0.1018,1,1,1,1,0,5,0,0,0,1,0,1,1,0,0,1,0.03,0.0433,2,1,0
NCRB-SYNTH-100516,Trial Court,Sec 439 CrPC (Regular Bail),4,2,1,0,1,0,1,1,0,1,0.7421,1,100,0,0,0.0779,3,1.1719,124.31,43391.59,0.1296,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,4,0.0851,0.0529,2,1,0
NCRB-SYNTH-100520,Trial Court,Sec 482 CrPC (Quashing),2,2,1,0,1,0,0,1,0,1,0.5511,0,134,1,0,0.1051,9,1.0,105.24,32820.98,0.1575,1,1,1,0,0,1,0,0,0,1,1,1,1,0,0,4,0.0282,0.0175,2,1,0
NCRB-SYNTH-100529,Trial Court,Sec 439 CrPC (Regular Bail),1,2,2,0,1,1,0,1,1,0,0.7069,1,76,0,0,0.0833,1,1.0,104.18,44265.17,0.1879,1,0,1,1,1,4,1,1,1,0,1,1,1,0,0,1,0.0531,0.0765,2,1,1
NCRB-SYNTH-100540,Trial Court,Trial Judgment,7,2,1,0,1,0,0,1,0,0,0.5263,1,62,0,0,0.0962,5,1.0,34.64,5376.39,0.1855,1,1,0,1,0,3,1,0,0,1,0,0,0,0,1,3,0.0513,0.037,0,1,0
NCRB-SYNTH-100547,Trial Court,Sec 439 CrPC (Regular Bail),7,1,1,0,1,0,0,1,0,0,0.8039,1,73,1,0,0.0767,3,1.0225,70.99,33662.25,0.0944,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,3,0.042,0.0303,2,0,1
NCRB-SYNTH-100557,High Court,Sec 439 CrPC (Regular Bail),1,2,1,0,1,0,0,1,1,0,0.7832,0,30,1,1,0.0773,9,1.1563,49.38,15702.47,0.0981,1,1,1,1,1,2,0,0,0,1,1,0,0,0,0,4,0.0455,0.0283,2,1,0
NCRB-SYNTH-100558,High Court,Trial Judgment,1,4,1,0,1,0,0,1,0,0,0.662,1,108,1,0,0.074,9,1.0653,40.08,25791.55,0.0372,1,0,1,1,1,1,0,1,1,0,0,1,0,0,0,4,0.0118,0.0074,2,0,1
NCRB-SYNTH-100563,Trial Court,Writ Petition (Detention),1,4,2,0,1,0,0,1,0,0,0.7367,0,19,1,1,0.1328,4,1.1903,30.0,13830.77,0.0718,1,1,1,1,0,3,0,0,0,1,1,0,0,0,0,1,0.0931,0.1342,2,1,0
NCRB-SYNTH-100564,Trial Court,Sec 439 CrPC (Regular Bail),1,5,1,0,1,0,0,1,0,0,0.6083,1,164,0,0,0.0,6,1.1539,57.88,27207.37,0.1127,1,0,1,1,1,2,0,0,0,1,1,0,0,0,0,3,0.0816,0.0589,2,1,0
NCRB-SYNTH-100577,Trial Court,Trial Judgment,1,1,2,0,1,0,0,1,0,0,0.882,1,86,0,0,0.0495,1,1.1583,62.68,36511.97,0.0571,1,1,1,1,1,3,0,0,0,1,1,1,0,0,0,4,0.0997,0.062,2,1,0
NCRB-SYNTH-100587,Trial Court,Trial Judgment,15,2,2,0,1,0,0,1,0,0,0.7717,1,25,0,0,0.0,6,1.1131,82.57,8358.59,0.0749,1,0,1,1,0,2,0,1,1,0,1,0,1,0,1,4,0.0375,0.0233,2,0,1
NCRB-SYNTH-100588,High Court,Writ Petition (Detention),2,2,2,0,1,0,0,1,0,0,0.9073,0,58,1,0,0.072,8,1.0,109.0,10243.93,0.0672,1,1,1,1,1,3,0,0,0,1,0,1,1,0,0,2,0.0973,0.0886,2,1,0
NCRB-SYNTH-100589,Trial Court,Sec 439 CrPC (Regular Bail),4,4,1,0,1,0,1,1,0,1,0.8192,1,169,0,0,0.0561,8,1.1743,174.2,13842.54,0.0445,1,1,0,1,1,2,1,0,0,1,0,0,1,0,0,1,0.0412,0.0595,2,1,0
NCRB-SYNTH-100590,Trial Court,Sec 439 CrPC (Regular Bail),15,3,1,0,1,1,0,1,0,1,0.5186,1,74,0,0,0.0241,5,1.0,122.83,10807.11,0.0151,0,0,0,1,1,3,0,1,1,0,1,0,1,0,0,1,0.0719,0.1038,2,0,0
NCRB-SYNTH-100591,Trial Court,Writ Petition (Detention),2,4,1,0,1,0,0,1,0,1,0.5781,0,17,1,1,0.1156,4,1.0,74.14,40909.99,0.0912,1,1,1,1,1,3,1,0,0,1,1,1,1,0,0,2,0.077,0.0701,2,1,0
NCRB-SYNTH-100593,Trial Court,Sec 439 CrPC (Regular Bail),2,3,2,0,1,0,0,1,0,0,0.8048,1,126,0,0,0.0517,9,1.0927,92.93,26465.51,0.1052,1,1,1,1,0,2,1,0,0,1,0,0,1,0,0,2,0.0202,0.0184,2,1,0
NCRB-SYNTH-100598,Trial Court,Sec 482 CrPC (Quashing),27,1,2,0,1,1,0,1,0,1,0.7047,1,34,1,1,0.1269,7,1.358,103.33,21165.44,0.0988,1,1,1,0,0,4,0,0,0,1,1,1,1,0,0,2,0.0182,0.0166,2,1,0
NCRB-SYNTH-100599,Trial Court,Sec 482 CrPC (Quashing),4,1,2,1,1,0,0,1,0,0,0.625,0,140,0,0,0.1037,5,1.1208,86.47,43787.51,0.1782,1,1,1,1,1,2,0,0,0,1,1,1,0,0,0,4,0.0775,0.0481,2,1,0
NCRB-SYNTH-100600,Trial Court,Sec 482 CrPC (Quashing),4,1,2,0,1,0,0,1,0,1,0.7027,1,32,0,0,0.035,6,1.2397,80.58,30603.48,0.1162,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,0.0388,0.056,2,1,0
NCRB-SYNTH-100601,Trial Court,Sec 439 CrPC (Regular Bail),2,3,2,0,1,0,0,1,0,0,0.9017,1,148,1,1,0.0898,3,1.0,63.22,5386.05,0.14,1,1,1,0,1,3,1,0,0,1,1,1,0,0,0,4,0.0178,0.0111,2,1,0
NCRB-SYNTH-100603,Trial Court,Sec 482 CrPC (Quashing),1,1,2,0,1,0,0,1,0,1,0.659,1,41,0,1,0.1143,7,1.0735,100.8,38714.39,0.098,1,1,1,1,0,2,0,0,0,1,1,1,0,0,1,3,0.036,0.026,2,1,0
NCRB-SYNTH-100604,High Court,Sec 482 CrPC (Quashing),1,4,2,0,1,0,1,1,0,1,0.861,1,155,0,1,0.0806,9,1.1786,172.96,3577.14,0.0031,0,0,1,1,0,3,1,1,1,0,1,0,0,0,0,3,0.0978,0.0706,2,0,1
NCRB-SYNTH-100605,Trial Court,Sec 482 CrPC (Quashing),1,1,2,0,1,0,0,1,0,0,0.7964,1,144,0,0,0.1482,4,1.2188,133.86,14590.42,0.1684,0,0,1,0,0,3,1,1,1,0,1,1,1,0,1,3,0.0664,0.0479,0,0,1
NCRB-SYNTH-100611,Trial Court,Writ Petition (Detention),1,2,2,0,1,0,0,1,1,0,0.7509,1,14,1,1,0.1079,6,1.0869,78.07,18617.13,0.1713,1,0,1,1,0,2,1,1,1,0,1,1,0,0,0,2,0.04,0.0364,2,1,1
NCRB-SYNTH-100614,Trial Court,Writ Petition (Detention),1,5,1,0,1,1,0,1,1,0,0.5505,1,167,0,0,0.1295,9,1.0006,167.77,39076.28,0.158,1,1,0,1,1,3,0,0,0,1,1,1,0,1,1,4,0.0118,0.0073,2,1,0
NCRB-SYNTH-100617,Trial Court,Writ Petition (Detention),4,1,2,0,1,0,1,1,0,1,0.9389,1,100,0,0,0.0766,3,1.0658,102.95,23659.15,0.0616,1,0,1,1,0,2,0,1,1,0,1,0,1,0,1,3,0.038,0.0274,2,0,1
NCRB-SYNTH-100621,Trial Court,Sec 439 CrPC (Regular Bail),2,4,2,1,1,0,0,1,1,1,0.3891,1,154,0,0,0.0828,9,1.3137,70.79,12931.81,0.1172,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,4,0.0196,0.0122,2,1,0
NCRB-SYNTH-100629,High Court,Sec 439 CrPC (Regular Bail),4,4,1,0,1,0,0,1,0,0,0.8619,1,107,1,0,0.1074,2,1.1891,113.1,3969.71,0.1679,1,0,1,1,1,2,1,1,1,0,1,1,1,0,1,4,0.0427,0.0266,2,0,1
NCRB-SYNTH-100635,Trial Court,Writ Petition (Detention),4,2,2,0,1,0,1,1,0,0,0.7377,0,167,1,1,0.0761,9,1.001,124.96,19743.06,0.132,1,0,1,0,1,3,1,1,1,0,1,0,1,0,0,4,0.0457,0.0284,2,1,1
NCRB-SYNTH-100641,Trial Court,Writ Petition (Detention),2,2,2,0,1,0,1,1,0,0,0.7881,1,128,1,1,0.037,4,1.0,67.22,5853.43,0.055,1,1,1,1,1,2,1,0,0,1,0,1,1,0,1,4,0.076,0.0472,2,1,0
NCRB-SYNTH-100645,Trial Court,Sec 439 CrPC (Regular Bail),4,2,2,1,1,0,1,1,0,1,0.7585,1,53,0,0,0.1254,8,1.1473,176.51,40351.2,0.0233,0,1,0,1,1,1,0,0,0,1,1,1,1,1,0,3,0.0537,0.0387,2,1,0
NCRB-SYNTH-100651,Trial Court,Sec 482 CrPC (Quashing),4,5,1,0,1,0,1,1,0,0,0.9219,1,65,1,1,0.0956,6,1.0,36.22,27883.12,0.0604,1,1,1,1,0,2,0,0,0,1,1,0,1,0,0,2,0.0573,0.0522,2,1,0
NCRB-SYNTH-100656,Trial Court,Trial Judgment,15,3,2,0,1,0,1,1,0,0,0.5246,1,29,1,1,0.0478,7,1.2735,93.22,39914.83,0.0761,0,0,1,1,1,1,1,0,0,1,1,1,0,0,1,4,0.0201,0.0125,2,1,0
NCRB-SYNTH-100665,High Court,Sec 439 CrPC (Regular Bail),2,2,1,0,1,0,0,1,0,1,0.3819,1,128,0,0,0.111,8,1.0,57.1,19186.49,0.1547,0,1,1,1,1,2,0,0,0,1,1,1,1,0,0,4,0.0428,0.0266,2,1,0
NCRB-SYNTH-100666,Trial Court,Sec 482 CrPC (Quashing),4,5,1,0,1,0,0,1,0,0,0.6083,1,130,0,0,0.0448,7,1.0,74.81,27423.38,0.0832,1,1,1,1,1,4,0,0,0,1,1,0,1,0,0,4,0.0755,0.0469,2,1,0
NCRB-SYNTH-100668,Trial Court,Sec 482 CrPC (Quashing),2,4,1,0,1,0,0,1,0,0,0.7817,1,86,0,0,0.1036,5,1.0,130.9,35363.54,0.0913,1,1,0,1,1,3,1,0,0,1,1,1,1,0,0,1,0.0488,0.0704,2,1,0
NCRB-SYNTH-100669,Trial Court,Sec 439 CrPC (Regular Bail),1,5,2,0,1,0,1,1,1,0,0.8616,1,93,0,0,0.1119,6,1.1084,160.43,18026.49,0.1025,1,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0.0576,0.0831,2,1,0
NCRB-SYNTH-100671,Trial Court,Writ Petition (Detention),1,3,2,0,1,0,1,1,0,0,0.9079,0,43,1,1,0.0945,9,1.0,36.76,29326.2,0.1256,1,0,1,1,0,2,0,1,1,0,0,0,0,0,0,4,0.0424,0.0263,2,0,1
NCRB-SYNTH-100673,Trial Court,Writ Petition (Detention),2,1,2,0,1,0,1,1,0,1,0.9456,1,22,0,0,0.1306,6,1.0082,107.62,32173.02,0.0085,1,0,1,1,0,3,1,0,0,1,1,0,1,0,0,4,0.0895,0.0556,2,1,0
NCRB-SYNTH-100677,Trial Court,Writ Petition (Detention),15,2,2,0,1,0,0,1,0,1,0.5491,1,67,1,1,0.2023,1,1.1036,175.89,39464.09,0.0886,1,1,1,0,1,4,1,0,0,1,0,0,1,0,0,4,0.0162,0.01,2,1,0
NCRB-SYNTH-100683,Trial Court,Sec 439 CrPC (Regular Bail),4,4,2,0,1,0,0,1,0,0,0.4531,1,151,0,1,0.0914,9,1.1768,102.15,11392.24,0.1478,1,1,0,1,1,2,0,0,0,1,1,0,0,0,0,2,0.0991,0.0902,2,1,0
NCRB-SYNTH-100690,Trial Court,Sec 439 CrPC (Regular Bail),1,2,2,0,1,1,0,1,0,1,0.4532,1,120,0,1,0.1072,4,1.0121,161.8,28973.49,0.1511,1,1,1,1,0,5,0,0,0,1,1,1,1,1,1,3,0.0681,0.0491,2,1,0
NCRB-SYNTH-100695,Trial Court,Writ Petition (Detention),1,4,2,0,1,0,1,1,0,0,0.3923,1,63,0,0,0.0439,6,1.1011,53.59,23143.7,0.1189,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0.0608,0.0877,2,0,0
NCRB-SYNTH-100699,Trial Court,Sec 439 CrPC (Regular Bail),4,1,1,0,1,0,1,1,1,0,0.4541,1,167,1,1,0.0414,8,1.0,105.65,7927.05,0.0721,1,1,1,1,0,2,0,0,0,1,1,0,1,0,0,2,0.0711,0.0647,2,1,0
NCRB-SYNTH-100702,Trial Court,Sec 482 CrPC (Quashing),1,3,1,1,1,0,1,1,0,1,0.6503,1,175,0,0,0.1624,4,1.1604,40.4,26866.21,0.104,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0,4,0.0465,0.0289,2,1,0
NCRB-SYNTH-100704,Trial Court,Sec 439 CrPC (Regular Bail),1,4,2,0,1,0,0,1,0,1,0.8839,0,85,0,0,0.0534,1,1.0505,175.82,38025.38,0.0967,1,1,0,1,0,3,0,0,0,1,0,1,0,0,0,1,0.087,0.1255,2,1,0
NCRB-SYNTH-100705,Trial Court,Writ Petition (Detention),15,1,2,0,1,1,0,1,0,0,0.7816,1,175,1,1,0.0409,3,1.0344,57.35,29315.77,0.1227,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,3,0.0869,0.0627,2,1,0
NCRB-SYNTH-100719,Trial Court,Sec 439 CrPC (Regular Bail),7,2,2,0,1,1,0,1,0,0,0.6548,1,49,0,0,0.1035,9,1.1264,157.73,38101.54,0.0254,1,1,1,1,1,2,1,0,0,1,0,0,1,0,1,3,0.0818,0.059,2,1,0
NCRB-SYNTH-100722,Trial Court,Trial Judgment,2,4,1,0,1,0,1,1,0,0,0.5811,0,78,0,0,0.0828,2,1.2017,80.69,13378.19,0.0308,1,1,1,1,0,2,1,0,0,1,1,0,0,1,0,1,0.0885,0.1277,2,1,0
NCRB-SYNTH-100723,Trial Court,Writ Petition (Detention),2,3,1,0,1,1,0,1,0,0,0.9683,1,52,1,1,0.0,4,1.0888,106.49,21852.99,0.1436,1,1,0,1,1,3,1,0,0,1,1,0,0,0,0,4,0.0709,0.044,2,1,0
NCRB-SYNTH-100727,High Court,Sec 482 CrPC (Quashing),21,4,2,0,1,0,0,1,0,0,0.3989,1,70,0,0,0.0833,2,1.1789,34.38,3961.06,0.1266,1,1,1,0,0,1,0,0,0,1,1,1,1,0,1,3,0.0765,0.0552,2,1,0
NCRB-SYNTH-100730,Trial Court,Writ Petition (Detention),1,1,1,0,1,1,0,1,0,0,0.9272,1,15,0,0,0.0632,6,1.1273,127.12,43858.34,0.1817,1,0,1,0,0,3,0,0,0,1,0,0,1,0,1,3,0.0401,0.0289,2,1,0
NCRB-SYNTH-100731,Trial Court,Writ Petition (Detention),1,1,1,0,1,1,0,1,0,0,0.8583,1,152,1,1,0.1094,4,1.0795,94.2,32576.86,0.1485,1,1,1,1,0,2,0,0,0,1,0,0,1,0,0,4,0.036,0.0224,2,1,0
NCRB-SYNTH-100751,Trial Court,Sec 482 CrPC (Quashing),1,2,1,0,1,0,0,1,0,1,0.9167,1,49,0,1,0.1341,1,1.0,52.37,12015.42,0.0583,1,1,1,1,0,4,0,0,0,1,1,0,0,0,0,4,0.0218,0.0135,0,1,0
NCRB-SYNTH-100755,Trial Court,Sec 439 CrPC (Regular Bail),2,4,2,0,1,0,0,1,0,1,0.8289,1,158,0,1,0.0391,4,1.0,61.21,37104.38,0.094,1,1,1,1,1,2,0,0,0,1,0,1,0,0,1,3,0.0871,0.0628,2,1,0
NCRB-SYNTH-100761,Trial Court,Trial Judgment,1,3,2,0,1,1,0,1,1,0,0.6027,1,79,0,0,0.1041,6,1.1481,134.17,23332.3,0.1078,1,0,1,1,1,4,1,1,1,0,1,0,0,1,0,1,0.0234,0.0338,2,1,0
NCRB-SYNTH-100765,Trial Court,Writ Petition (Detention),2,4,2,0,1,0,1,1,0,0,0.7839,1,115,0,0,0.09,2,1.1553,152.85,19063.34,0.077,0,1,1,0,0,4,1,0,0,1,1,0,0,0,0,2,0.0285,0.0259,2,1,0
NCRB-SYNTH-100771,Trial Court,Sec 439 CrPC (Regular Bail),15,3,1,0,1,0,0,1,0,1,0.5404,0,87,1,0,0.0703,8,1.1228,89.26,13885.54,0.1713,0,1,1,1,1,3,1,0,0,1,1,1,0,1,0,1,0.0873,0.1259,2,1,0
NCRB-SYNTH-100773,Trial Court,Sec 439 CrPC (Regular Bail),1,2,2,0,1,1,0,1,0,0,0.7079,1,51,0,0,0.0715,6,1.0517,41.66,22132.5,0.0078,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,4,0.0978,0.0608,2,1,0
NCRB-SYNTH-100776,Trial Court,Sec 439 CrPC (Regular Bail),1,4,2,0,1,0,0,1,1,1,0.5252,0,160,0,1,0.0838,6,1.0722,61.44,40855.27,0.0965,1,1,0,1,1,4,1,0,0,1,1,1,1,0,0,2,0.0225,0.0205,2,1,0
NCRB-SYNTH-100785,Trial Court,Sec 482 CrPC (Quashing),7,1,2,0,1,0,1,1,0,1,0.7249,1,31,0,0,0.0942,9,1.0,60.01,34283.22,0.0541,1,0,1,0,1,1,0,1,1,0,1,0,0,0,0,2,0.0727,0.0661,2,0,1
NCRB-SYNTH-100791,Trial Court,Writ Petition (Detention),1,1,1,0,1,0,0,1,0,1,0.5594,1,18,0,0,0.0474,4,1.1584,36.57,6757.55,0.0932,1,1,1,1,1,3,0,0,0,1,1,0,0,0,0,2,0.0239,0.0217,2,1,0
NCRB-SYNTH-100795,Trial Court,Sec 482 CrPC (Quashing),1,3,1,0,1,0,0,1,0,1,0.6751,1,114,0,0,0.1689,7,1.0,60.19,27601.63,0.18,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0,2,0.0211,0.0192,2,1,0
NCRB-SYNTH-100802,Trial Court,Sec 482 CrPC (Quashing),1,5,2,0,1,1,1,1,0,1,0.6665,0,181,0,0,0.0259,8,1.0046,127.56,20080.73,0.0643,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0.0249,0.0359,2,1,1
NCRB-SYNTH-100810,Trial Court,Sec 439 CrPC (Regular Bail),2,1,2,0,1,0,0,1,0,1,0.8092,1,144,0,0,0.1375,7,1.2221,78.1,3341.32,0.1262,1,1,1,1,0,2,0,0,0,1,1,0,0,0,1,1,0.0903,0.1303,0,1,0
NCRB-SYNTH-100813,Trial Court,Sec 439 CrPC (Regular Bail),7,4,1,0,1,0,0,1,0,1,0.8026,1,147,0,0,0.0559,2,1.0898,91.74,34318.96,0.0582,1,1,1,1,0,4,1,0,0,1,1,1,0,0,0,4,0.0281,0.0175,2,1,0
NCRB-SYNTH-100819,Trial Court,Writ Petition (Detention),1,4,1,0,1,0,1,1,0,0,0.6084,1,61,0,0,0.0948,2,1.1154,46.69,44775.57,0.0582,1,1,1,1,0,3,0,0,0,1,1,0,1,0,0,4,0.0745,0.0463,2,1,0
NCRB-SYNTH-100822,Trial Court,Writ Petition (Detention),4,4,1,0,1,1,1,1,0,0,0.9305,1,54,0,0,0.1055,1,1.0282,149.76,26039.67,0.1844,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,2,0.0973,0.0885,2,1,0
NCRB-SYNTH-100833,Trial Court,Trial Judgment,45,5,2,0,1,1,0,1,0,0,0.7442,1,93,0,0,0.1005,4,1.1041,33.51,34911.27,0.0227,1,0,1,0,1,1,0,1,1,0,1,1,0,0,0,1,0.0241,0.0348,2,1,1
NCRB-SYNTH-100834,High Court,Sec 439 CrPC (Regular Bail),7,3,2,0,1,1,0,1,0,1,0.9018,1,35,0,0,0.1288,6,1.0694,51.67,24304.89,0.0108,0,1,1,0,1,3,1,0,0,1,1,0,1,0,0,4,0.0226,0.014,2,1,0
NCRB-SYNTH-100841,Trial Court,Trial Judgment,1,1,1,0,1,0,0,1,0,0,0.7674,1,164,0,0,0.074,5,1.0548,131.76,33661.34,0.0722,1,1,0,1,0,3,0,0,0,1,0,1,1,1,1,3,0.0329,0.0237,2,1,0
NCRB-SYNTH-100843,Trial Court,Writ Petition (Detention),2,1,1,0,1,0,0,1,1,0,0.8843,0,116,0,0,0.0555,5,1.0072,38.66,43733.52,0.0813,1,1,1,1,1,2,0,0,0,1,1,0,1,0,1,1,0.0414,0.0597,2,1,0
NCRB-SYNTH-100845,Trial Court,Sec 439 CrPC (Regular Bail),1,4,2,0,1,0,1,1,0,1,0.6345,1,68,1,0,0.0608,4,1.0508,63.53,8865.84,0.0926,1,1,1,0,1,4,0,0,0,1,1,0,1,0,0,4,0.0364,0.0226,2,1,0
NCRB-SYNTH-100847,Trial Court,Sec 439 CrPC (Regular Bail),2,5,2,1,1,0,0,1,0,0,0.5107,1,30,0,0,0.0686,4,1.0627,142.52,24227.85,0.0099,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0.0239,0.0345,0,1,0
