case_reference_id,court_level,case_type,number_of_cases_alleged,number_of_accused,victim_count,cross_state_indicator,financial_fraud_indicator,property_offence_indicator,organized_operation_indicator,repeat_offender_indicator,social_engineering_indicator,ipc_379,ipc_420,ipc_120b_or_34,evidence_completeness_score,charge_sheet_filed,custody_duration_days,statutory_cert_present,chain_of_custody_complete,night_call_ratio,call_burst_frequency,imei_sim_swap_ratio,avg_call_duration_sec,it_act_66d,unauthorized_transfer_amount_inr,amount_credited_to_accused_ratio,victim_identification_success,test_identification_parade_validity,reasonable_doubt_identity_gap,ipc_411,network_degree,network_betweenness,topological_kingpin_score,label_entity_role,label_bail_or_custody_relief,label_conviction_outcome
NCRB-SYNTH-100820,Trial Court,Writ Petition (Detention),2,4,1,0,1,1,0,0,1,1,1,1,0.5607,1,159,0,0,0.1359,8,1.0959,162.97,1,40536.15,0.1651,1,1,0,0,11,0.1631,0.0657,5,1,0
NCRB-SYNTH-100823,Trial Court,Writ Petition (Detention),7,2,2,0,1,1,1,0,1,1,1,1,0.4771,1,140,0,0,0.0525,7,1.102,64.75,0,129446.54,0.1459,1,1,0,0,8,0.1987,0.0904,5,1,0
NCRB-SYNTH-100827,High Court,Writ Petition (Detention),7,3,1,0,1,1,0,0,1,1,1,0,0.9076,1,128,0,0,0.071,3,1.0539,121.85,0,28249.81,0.1382,0,0,1,0,5,0.0655,0.0365,5,1,1
NCRB-SYNTH-100828,Supreme Court,Writ Petition (Detention),1,1,1,0,1,1,0,0,1,1,1,1,0.8953,1,149,0,0,0.0056,1,1.1324,169.88,0,80563.7,0.1742,0,0,1,1,3,0.0341,0.0246,2,1,1
NCRB-SYNTH-100831,High Court,Sec 439 CrPC (Regular Bail),27,3,1,0,1,1,0,1,1,1,1,1,0.7909,1,126,0,0,0.1235,7,1.1759,170.01,0,27402.81,0.153,1,1,0,1,1,0.0318,0.0459,2,1,1
NCRB-SYNTH-100853,Trial Court,Writ Petition (Detention),2,1,1,0,1,1,0,0,1,1,1,1,0.3897,1,45,0,1,0.0884,7,1.0795,61.94,1,19485.04,0.0603,0,0,1,1,37,0.2112,0.0581,4,1,0
NCRB-SYNTH-100855,Trial Court,Sec 439 CrPC (Regular Bail),2,2,2,1,1,1,1,0,1,1,1,0,0.5753,1,92,1,1,0.1084,4,1.0615,107.0,1,92522.03,0.0736,1,1,0,0,4,0.0625,0.0388,2,1,0
NCRB-SYNTH-100872,Trial Court,Writ Petition (Detention),1,2,1,0,1,1,1,1,1,1,1,1,0.7186,1,62,1,1,0.0468,6,1.0185,123.67,0,144105.51,0.0167,1,1,0,1,1,0.0951,0.1372,2,1,1
NCRB-SYNTH-100880,Trial Court,Sec 482 CrPC (Quashing),1,5,1,0,1,1,1,0,1,1,1,1,0.9361,1,37,1,1,0.0396,3,1.0,106.44,0,24874.47,0.1737,1,1,0,0,4,0.0632,0.0393,2,1,1
NCRB-SYNTH-100881,Trial Court,Sec 482 CrPC (Quashing),4,2,2,0,1,1,1,0,1,1,1,0,0.769,1,67,0,0,0.0665,1,1.2317,159.37,0,111163.04,0.1933,1,1,0,1,3,0.0543,0.0392,2,1,1
NCRB-SYNTH-100888,Trial Court,Trial Judgment,21,3,2,0,1,1,0,1,1,1,1,1,0.5772,1,35,0,0,0.0889,4,1.0,119.89,0,46478.19,0.0077,1,1,0,0,16,0.1235,0.0436,4,1,0
NCRB-SYNTH-100890,High Court,Sec 439 CrPC (Regular Bail),1,3,2,0,1,1,1,0,1,1,1,1,0.8313,1,89,0,0,0.0465,3,1.0074,47.6,0,38102.32,0.1957,1,1,0,1,4,0.0494,0.0307,2,1,1
NCRB-SYNTH-100896,High Court,Sec 482 CrPC (Quashing),1,1,1,0,1,1,1,0,1,1,1,1,0.9813,1,160,0,0,0.1234,8,1.0363,126.49,0,131287.73,0.1313,1,1,0,1,4,0.0963,0.0598,5,1,1
NCRB-SYNTH-100897,Trial Court,Sec 439 CrPC (Regular Bail),2,2,2,0,1,1,0,0,1,1,1,1,0.5339,1,63,0,0,0.0498,2,1.1414,32.35,0,144426.37,0.1277,1,1,0,1,45,0.2576,0.0673,4,1,0
NCRB-SYNTH-100901,Trial Court,Writ Petition (Detention),1,1,2,0,1,1,1,1,1,1,1,1,0.7575,1,42,1,1,0.0,8,1.1734,91.54,1,112038.39,0.1403,1,1,0,0,2,0.0841,0.0766,2,1,1
NCRB-SYNTH-100908,Trial Court,Sec 482 CrPC (Quashing),2,2,2,0,1,1,1,1,1,1,1,0,0.5243,1,50,0,0,0.047,6,1.0,64.05,0,68433.25,0.0023,1,1,0,1,4,0.0738,0.0459,2,1,0
NCRB-SYNTH-100909,High Court,Writ Petition (Detention),1,2,2,0,1,1,0,1,1,1,1,0,0.7532,1,135,0,0,0.0499,9,1.0289,171.74,0,144423.61,0.0224,1,1,0,0,4,0.2485,0.1544,5,1,1
NCRB-SYNTH-100912,Trial Court,Writ Petition (Detention),1,5,2,0,1,1,1,0,1,1,1,1,0.8464,1,171,1,1,0.1402,9,1.2908,119.44,0,72229.43,0.0236,0,0,1,1,1,0.0587,0.0847,2,1,1
NCRB-SYNTH-100917,High Court,Writ Petition (Detention),2,3,2,0,1,1,1,0,1,1,1,1,0.5536,1,160,0,0,0.1144,6,1.0607,96.21,0,18545.2,0.1901,1,1,0,1,1,0.0592,0.0855,2,1,0
NCRB-SYNTH-100927,Trial Court,Sec 439 CrPC (Regular Bail),21,5,1,1,1,1,0,0,1,1,1,0,0.564,1,114,0,0,0.0176,9,1.3163,173.18,0,113000.77,0.0709,1,1,0,0,24,0.2211,0.0687,4,1,0
NCRB-SYNTH-100930,Trial Court,Sec 482 CrPC (Quashing),1,2,1,0,1,1,0,0,1,1,1,0,0.6168,1,147,0,0,0.0784,4,1.0,166.56,1,79858.53,0.0764,0,0,1,1,34,0.137,0.0385,4,1,0
NCRB-SYNTH-100936,High Court,Sec 439 CrPC (Regular Bail),4,4,2,1,1,1,1,0,1,1,1,1,0.6376,1,151,0,1,0.1137,5,1.1578,114.27,0,50956.85,0.0206,1,1,0,1,5,0.1502,0.0838,5,1,0
NCRB-SYNTH-100941,High Court,Sec 482 CrPC (Quashing),2,4,1,0,1,1,0,1,1,1,1,1,0.8506,1,17,0,0,0.0491,2,1.0893,138.88,1,121243.09,0.1738,1,1,0,1,45,0.0901,0.0235,4,1,1
NCRB-SYNTH-100945,Trial Court,Writ Petition (Detention),1,1,2,0,1,1,0,0,1,1,1,1,0.7158,1,30,0,0,0.0952,7,1.3247,63.33,0,39272.69,0.1958,1,1,0,1,1,0.0205,0.0296,2,1,1
NCRB-SYNTH-100963,Trial Court,Sec 439 CrPC (Regular Bail),2,3,2,0,1,1,0,0,1,1,1,0,0.5275,1,104,1,1,0.091,8,1.1813,106.22,1,149214.8,0.0107,1,1,0,1,4,0.064,0.0398,2,1,0
NCRB-SYNTH-100965,High Court,Sec 439 CrPC (Regular Bail),1,2,1,0,1,1,1,0,1,1,1,1,0.6676,0,61,0,0,0.048,7,1.0,93.5,1,31963.77,0.164,0,0,1,1,6,0.1809,0.093,5,1,0
NCRB-SYNTH-100968,Trial Court,Trial Judgment,2,2,1,0,1,1,1,0,1,1,1,1,0.4725,1,31,1,0,0.0451,9,1.1763,36.46,1,71817.41,0.0631,1,1,0,1,4,0.0228,0.0142,2,1,0
NCRB-SYNTH-100974,High Court,Sec 482 CrPC (Quashing),2,4,2,0,1,1,0,0,1,1,1,1,0.8368,1,144,0,0,0.1425,1,1.1822,110.45,0,127135.99,0.0061,1,1,0,1,1,0.0863,0.1245,2,1,1
NCRB-SYNTH-100976,High Court,Sec 439 CrPC (Regular Bail),7,2,1,0,1,1,1,0,1,1,1,1,0.8452,1,40,1,1,0.1024,7,1.0,151.97,0,94496.82,0.0957,1,1,0,1,44,0.3041,0.0799,4,1,1
NCRB-SYNTH-100981,High Court,Sec 439 CrPC (Regular Bail),1,4,2,0,1,1,1,1,1,1,1,1,0.4721,0,31,0,0,0.133,8,1.0463,36.93,0,51622.81,0.1135,1,1,0,0,25,0.2679,0.0822,4,1,0
NCRB-SYNTH-100989,Trial Court,Writ Petition (Detention),2,3,2,1,1,1,1,0,1,1,1,1,0.9269,1,25,1,0,0.0321,5,1.3524,37.55,0,90175.69,0.0697,0,0,1,1,6,0.1468,0.0755,5,1,1
NCRB-SYNTH-100993,Trial Court,Writ Petition (Detention),4,2,1,0,1,1,0,0,1,1,1,1,0.4986,1,84,1,1,0.0341,7,1.2754,123.0,0,88229.98,0.0492,1,1,0,0,9,0.052,0.0226,5,1,0
NCRB-SYNTH-101009,High Court,Writ Petition (Detention),1,1,1,0,1,1,1,0,1,1,1,1,0.6032,0,108,0,0,0.1016,6,1.1616,77.63,0,30106.55,0.0681,1,1,0,0,2,0.0163,0.0148,2,1,0
NCRB-SYNTH-101011,Trial Court,Writ Petition (Detention),2,1,2,0,1,1,0,0,1,1,1,0,0.6161,0,82,0,0,0.0507,6,1.0,163.24,0,35615.42,0.0292,1,1,0,0,2,0.0737,0.0671,2,1,0
NCRB-SYNTH-101022,Trial Court,Sec 482 CrPC (Quashing),2,5,2,1,1,1,1,0,1,1,1,0,0.5297,1,114,0,1,0.0706,3,1.0505,158.9,1,119259.33,0.1695,1,1,0,1,27,0.2773,0.0832,4,1,0
NCRB-SYNTH-101029,High Court,Trial Judgment,1,2,1,0,1,1,1,1,1,1,1,0,0.7604,1,122,1,1,0.0246,7,1.0841,89.4,0,39053.13,0.128,1,1,0,0,2,0.0701,0.0638,2,1,1
NCRB-SYNTH-101033,Trial Court,Sec 482 CrPC (Quashing),1,1,1,0,1,1,1,0,1,1,1,0,0.4738,1,116,0,0,0.1083,1,1.0606,126.25,0,29243.93,0.1445,1,1,0,1,5,0.2427,0.1354,5,1,0
NCRB-SYNTH-101037,High Court,Sec 439 CrPC (Regular Bail),1,4,2,0,1,1,1,0,1,1,1,0,0.6051,1,104,0,0,0.1168,4,1.1565,141.36,1,146088.02,0.1637,1,1,0,1,9,0.1871,0.0813,5,1,0
NCRB-SYNTH-101040,High Court,Sec 439 CrPC (Regular Bail),2,4,2,0,1,1,0,0,1,1,1,1,0.4509,1,56,0,1,0.0419,6,1.0495,115.63,0,25971.71,0.0703,1,1,0,1,38,0.2806,0.0766,4,1,0
NCRB-SYNTH-101043,High Court,Writ Petition (Detention),7,2,1,0,1,1,0,1,1,1,1,1,0.6321,1,34,0,0,0.0443,4,1.1488,173.27,0,81468.75,0.0421,1,1,0,0,4,0.0315,0.0196,2,1,0
NCRB-SYNTH-101047,High Court,Writ Petition (Detention),4,4,1,0,1,1,1,1,1,1,1,1,0.5247,0,175,0,0,0.1174,1,1.201,96.66,0,142488.65,0.1941,1,1,0,1,4,0.0756,0.047,2,1,0
NCRB-SYNTH-101067,Trial Court,Sec 482 CrPC (Quashing),2,4,2,0,1,1,0,1,1,1,1,0,0.5323,1,35,1,1,0.0761,6,1.1325,130.69,0,132416.09,0.1772,1,1,0,1,1,0.0952,0.1374,2,1,0
NCRB-SYNTH-101070,Trial Court,Sec 439 CrPC (Regular Bail),2,2,2,1,1,1,1,1,1,1,1,1,0.4289,1,143,0,0,0.0938,5,1.2142,98.62,1,25129.42,0.1911,1,1,0,0,33,0.266,0.0754,4,1,0
NCRB-SYNTH-101071,High Court,Trial Judgment,1,3,2,0,1,1,0,1,1,1,1,1,0.537,1,167,1,1,0.0707,2,1.1351,165.07,0,79386.08,0.1574,0,0,1,1,10,0.1748,0.0729,5,1,0
NCRB-SYNTH-101072,Trial Court,Writ Petition (Detention),1,3,2,0,1,1,0,0,1,1,1,1,0.8779,1,139,1,1,0.1176,1,1.071,41.32,0,143389.57,0.035,1,1,0,1,12,0.0971,0.0378,4,1,1
NCRB-SYNTH-101079,High Court,Sec 439 CrPC (Regular Bail),2,5,1,0,1,1,1,0,1,1,1,1,0.5725,1,140,0,0,0.0546,8,1.123,130.16,1,110006.61,0.0945,1,1,0,1,9,0.0796,0.0345,5,1,0
NCRB-SYNTH-101090,High Court,Writ Petition (Detention),1,5,2,0,1,1,0,1,1,1,1,0,0.9057,1,73,0,1,0.08,3,1.0,123.01,0,61725.66,0.035,1,1,0,1,28,0.1013,0.0301,4,1,1
NCRB-SYNTH-101095,Trial Court,Sec 439 CrPC (Regular Bail),1,2,2,0,1,1,1,0,1,1,1,1,0.6713,1,152,0,0,0.067,2,1.2611,120.95,0,138480.97,0.0666,0,0,1,1,1,0.0696,0.1004,2,1,0
NCRB-SYNTH-101097,High Court,Sec 482 CrPC (Quashing),4,5,2,0,1,1,1,0,1,1,1,1,0.6794,1,23,1,1,0.056,2,1.1356,170.14,0,83822.77,0.0178,1,1,0,1,1,0.049,0.0707,2,1,0
NCRB-SYNTH-101112,Trial Court,Writ Petition (Detention),1,2,2,0,1,1,0,1,1,1,1,0,0.7048,1,17,0,0,0.0205,8,1.0,109.56,0,149647.3,0.1451,1,1,0,1,4,0.0206,0.0128,2,1,1
NCRB-SYNTH-101113,Trial Court,Writ Petition (Detention),2,2,1,0,1,1,1,1,1,1,1,1,0.5186,1,89,0,0,0.1658,1,1.0711,97.54,0,83841.62,0.1619,0,0,1,0,10,0.0729,0.0304,5,1,0
NCRB-SYNTH-101119,High Court,Writ Petition (Detention),7,2,2,0,1,1,0,1,1,1,1,1,0.7646,1,29,0,0,0.0,9,1.2336,111.5,0,129565.76,0.1034,1,1,0,0,30,0.109,0.0317,4,1,1
NCRB-SYNTH-101130,High Court,Writ Petition (Detention),1,1,1,0,1,1,0,1,1,1,1,0,0.5048,1,40,0,0,0.0926,1,1.0583,30.74,1,149626.08,0.0014,1,1,0,1,4,0.0625,0.0389,2,1,0
NCRB-SYNTH-101134,Trial Court,Sec 439 CrPC (Regular Bail),7,2,2,0,1,1,0,1,1,1,1,0,0.7758,1,33,1,1,0.0952,7,1.0,109.95,0,101966.83,0.0059,1,1,0,0,1,0.0281,0.0405,2,1,1
NCRB-SYNTH-101142,Trial Court,Writ Petition (Detention),1,1,1,0,1,1,0,0,1,1,1,0,0.8876,1,54,0,0,0.0489,7,1.0695,41.36,0,24307.98,0.0395,1,1,0,1,2,0.0728,0.0662,2,1,1
NCRB-SYNTH-101145,Trial Court,Sec 439 CrPC (Regular Bail),2,4,2,0,1,1,0,0,1,1,1,1,0.8706,1,44,1,1,0.0814,1,1.1922,139.71,0,59967.94,0.1596,1,1,0,1,4,0.1009,0.0627,5,1,1
NCRB-SYNTH-101163,Trial Court,Writ Petition (Detention),4,1,2,0,1,1,1,0,1,1,1,0,0.8228,1,147,0,0,0.046,8,1.2028,128.55,0,78745.26,0.0404,1,1,0,1,4,0.0494,0.0307,2,1,1
NCRB-SYNTH-101170,Trial Court,Sec 439 CrPC (Regular Bail),1,1,1,0,1,1,1,0,1,1,1,1,0.8312,1,131,0,0,0.0816,4,1.0539,144.93,1,34998.58,0.0234,0,0,1,0,25,0.1903,0.0584,4,1,1
NCRB-SYNTH-101174,Trial Court,Sec 439 CrPC (Regular Bail),2,2,1,0,1,1,1,0,1,1,1,1,0.8844,0,66,1,1,0.0709,5,1.1939,174.54,1,108605.98,0.1769,1,1,0,1,1,0.053,0.0765,2,1,1
NCRB-SYNTH-101182,High Court,Sec 439 CrPC (Regular Bail),45,4,1,0,1,1,0,0,1,1,1,1,0.7013,1,62,0,0,0.0412,6,1.2511,51.61,0,109939.36,0.0768,0,0,1,0,1,0.0151,0.0218,2,1,1
NCRB-SYNTH-101189,High Court,Sec 482 CrPC (Quashing),4,1,1,1,1,1,1,0,1,1,1,0,0.5726,1,136,0,1,0.1188,6,1.0,70.09,0,142802.83,0.1294,1,1,0,0,4,0.0269,0.0167,2,1,0
NCRB-SYNTH-101193,Trial Court,Writ Petition (Detention),15,2,1,0,1,1,1,0,1,1,1,0,0.6844,0,145,0,0,0.1381,9,1.0,175.72,0,123459.38,0.1467,0,0,1,1,4,0.0975,0.0606,5,1,0
NCRB-SYNTH-101204,Trial Court,Sec 439 CrPC (Regular Bail),1,5,2,0,1,1,0,0,1,1,1,1,0.723,1,90,0,0,0.0636,3,1.0,108.17,0,33803.84,0.1202,0,0,1,1,2,0.0445,0.0405,2,1,1
NCRB-SYNTH-101209,High Court,Writ Petition (Detention),15,5,1,0,1,1,1,1,1,1,1,1,0.9179,1,108,0,0,0.0357,2,1.0538,47.87,0,18014.84,0.0078,1,1,0,0,33,0.1755,0.0498,4,1,1
NCRB-SYNTH-101216,High Court,Writ Petition (Detention),4,2,2,0,1,1,0,1,1,1,1,1,0.7615,1,120,1,1,0.0226,6,1.0,72.15,0,16996.21,0.0673,1,1,0,1,4,0.0897,0.0557,2,1,1
NCRB-SYNTH-101220,High Court,Writ Petition (Detention),2,4,1,0,1,1,0,0,1,1,1,0,0.5637,0,64,1,1,0.0101,7,1.2032,84.67,0,39676.48,0.1246,1,1,0,1,1,0.0898,0.1296,2,1,0
NCRB-SYNTH-101228,Trial Court,Sec 439 CrPC (Regular Bail),1,1,1,0,1,1,1,0,1,1,1,0,0.8273,1,75,0,0,0.0537,8,1.1355,53.81,0,106270.39,0.0768,1,1,0,1,6,0.1865,0.0958,5,1,1
NCRB-SYNTH-101232,Trial Court,Sec 439 CrPC (Regular Bail),2,5,1,0,1,1,0,0,1,1,1,0,0.4515,1,22,0,0,0.1354,8,1.1697,142.9,0,111852.57,0.1929,1,1,0,0,3,0.0267,0.0192,2,1,0
NCRB-SYNTH-101233,Trial Court,Sec 439 CrPC (Regular Bail),27,2,1,0,1,1,0,0,1,1,1,1,0.5647,1,165,0,0,0.0562,4,1.2035,44.24,0,112405.96,0.1115,1,1,0,1,1,0.0957,0.138,2,1,0
NCRB-SYNTH-101257,High Court,Sec 482 CrPC (Quashing),2,1,2,0,1,1,1,1,1,1,1,1,0.7612,1,146,0,0,0.1384,6,1.127,178.74,1,44207.68,0.1582,1,1,0,1,2,0.0132,0.012,2,1,1
NCRB-SYNTH-101261,Trial Court,Writ Petition (Detention),4,2,1,0,1,1,0,1,1,1,1,1,0.5332,1,173,0,0,0.0,3,1.0,118.36,0,110874.64,0.1078,1,1,0,1,34,0.1853,0.0521,4,1,0
NCRB-SYNTH-101263,Trial Court,Trial Judgment,1,5,2,0,1,1,1,1,1,1,1,1,0.7391,1,120,1,1,0.0066,1,1.2458,149.48,0,64114.08,0.1218,0,0,1,1,6,0.1321,0.0679,5,1,1
NCRB-SYNTH-101270,Trial Court,Sec 482 CrPC (Quashing),15,5,2,0,1,1,0,0,1,1,1,1,0.7114,1,52,1,1,0.1271,4,1.0364,37.59,1,48443.41,0.0209,1,1,0,1,10,0.232,0.0968,5,1,1
NCRB-SYNTH-101277,Trial Court,Sec 482 CrPC (Quashing),4,1,2,0,1,1,1,0,1,1,1,1,0.8259,0,53,0,0,0.0611,1,1.3528,71.71,0,31378.9,0.1243,1,1,0,0,7,0.0587,0.0283,5,1,1
NCRB-SYNTH-101285,High Court,Sec 482 CrPC (Quashing),1,4,2,1,1,1,0,1,1,1,1,0,0.9035,1,103,1,0,0.1475,5,1.1661,175.95,0,48023.71,0.0612,0,0,1,1,10,0.1369,0.0571,5,1,1
NCRB-SYNTH-101296,Trial Court,Writ Petition (Detention),4,3,1,0,1,1,1,0,1,1,1,1,0.6392,1,35,0,1,0.0208,7,1.0367,95.02,0,91148.36,0.0221,1,1,0,1,10,0.0845,0.0352,5,1,0
NCRB-SYNTH-101309,High Court,Writ Petition (Detention),1,5,2,0,1,1,0,0,1,1,1,0,0.9128,1,61,0,0,0.1035,3,1.2483,89.44,0,46814.22,0.1155,1,1,0,1,3,0.0535,0.0386,2,1,1
NCRB-SYNTH-101321,Trial Court,Sec 482 CrPC (Quashing),4,1,2,0,1,1,1,1,1,1,1,1,0.4243,1,135,0,0,0.0414,9,1.2182,149.27,0,113585.66,0.0989,1,1,0,1,10,0.0629,0.0262,5,1,0
NCRB-SYNTH-101324,Trial Court,Writ Petition (Detention),1,1,2,0,1,1,0,1,1,1,1,0,0.9327,1,78,0,0,0.0322,2,1.3532,61.73,0,144473.39,0.0328,1,1,0,1,38,0.2211,0.0604,4,1,1
NCRB-SYNTH-101326,Trial Court,Writ Petition (Detention),2,4,2,0,1,1,1,0,1,1,1,1,0.6572,1,17,0,0,0.1199,8,1.1912,45.44,0,124213.62,0.0401,1,1,0,0,1,0.0962,0.1388,2,1,0
NCRB-SYNTH-101333,Trial Court,Sec 439 CrPC (Regular Bail),1,3,2,0,1,1,1,0,1,1,1,1,0.3812,1,138,0,0,0.0495,3,1.2245,108.37,0,107712.81,0.0499,1,1,0,0,38,0.3117,0.0851,4,1,0
NCRB-SYNTH-101341,Trial Court,Sec 482 CrPC (Quashing),1,4,2,0,1,1,0,1,1,1,1,1,0.5135,1,59,0,0,0.1255,2,1.1758,49.77,0,41772.09,0.1077,1,1,0,0,2,0.043,0.0391,2,1,0
NCRB-SYNTH-101347,High Court,Sec 482 CrPC (Quashing),1,4,1,1,1,1,0,0,1,1,1,0,0.5396,1,154,0,0,0.0963,2,1.2366,161.47,0,21208.17,0.194,1,1,0,0,30,0.2672,0.0778,4,1,0
NCRB-SYNTH-101359,High Court,Sec 439 CrPC (Regular Bail),1,2,1,1,1,1,1,0,1,1,1,0,0.7432,1,144,0,0,0.0513,9,1.2756,152.86,0,131127.24,0.1688,1,1,0,1,4,0.0485,0.0301,2,1,1
NCRB-SYNTH-101362,Trial Court,Trial Judgment,1,4,1,0,1,1,1,0,1,1,1,0,0.6912,0,121,1,1,0.1399,8,1.1462,78.59,0,22208.81,0.0019,0,0,1,1,8,0.1249,0.0569,5,1,0
NCRB-SYNTH-101370,Trial Court,Writ Petition (Detention),4,2,1,0,1,1,0,1,1,1,1,1,0.5391,1,45,0,0,0.0848,4,1.0,168.74,0,94728.92,0.1537,1,1,0,1,4,0.0483,0.03,2,1,0
NCRB-SYNTH-101375,Supreme Court,Sec 439 CrPC (Regular Bail),1,3,2,0,1,1,1,0,1,1,1,0,0.8413,1,125,0,0,0.1199,1,1.1969,144.73,1,147824.08,0.0688,1,1,0,1,1,0.0336,0.0485,2,1,1
NCRB-SYNTH-101384,Trial Court,Sec 482 CrPC (Quashing),1,5,1,0,1,1,1,0,1,1,1,1,0.4277,1,135,0,0,0.0419,6,1.2267,115.77,0,99626.73,0.1983,1,1,0,1,4,0.2408,0.1496,5,1,0
NCRB-SYNTH-101386,Trial Court,Writ Petition (Detention),2,3,1,0,1,1,0,1,1,1,1,1,0.8206,1,50,0,0,0.0372,1,1.1655,148.31,0,57656.02,0.0167,1,1,0,0,22,0.1565,0.0499,4,1,1
NCRB-SYNTH-101391,Trial Court,Writ Petition (Detention),1,1,2,0,1,1,1,1,1,1,1,1,0.9353,1,36,0,0,0.1095,3,1.0707,173.95,0,96655.37,0.0143,1,1,0,1,5,0.2048,0.1143,5,1,1
NCRB-SYNTH-101395,High Court,Sec 482 CrPC (Quashing),4,1,1,0,1,1,0,1,1,1,1,1,0.9357,1,100,0,1,0.0692,2,1.1997,132.89,0,90289.59,0.0197,1,1,0,0,4,0.0569,0.0354,2,1,1
NCRB-SYNTH-101398,Trial Court,Sec 439 CrPC (Regular Bail),4,3,1,0,1,1,1,0,1,1,1,1,0.6673,1,60,0,0,0.1129,4,1.2986,42.52,0,140948.78,0.0506,1,1,0,1,3,0.0705,0.0508,2,1,0
NCRB-SYNTH-101411,Trial Court,Writ Petition (Detention),2,3,1,0,1,1,1,1,1,1,1,1,0.5353,1,65,0,0,0.156,5,1.018,48.94,1,114912.12,0.0136,0,0,1,0,15,0.1698,0.0613,4,1,0
NCRB-SYNTH-101413,Trial Court,Sec 482 CrPC (Quashing),1,5,2,0,1,1,0,0,1,1,1,0,0.4552,1,55,0,0,0.0957,4,1.0049,150.91,0,29902.4,0.0793,0,0,1,0,7,0.1378,0.0663,5,1,0
NCRB-SYNTH-101421,Trial Court,Sec 439 CrPC (Regular Bail),1,3,1,0,1,1,1,0,1,1,1,1,0.5238,1,67,1,1,0.0254,8,1.0,101.14,0,60949.64,0.1504,0,0,1,0,3,0.042,0.0303,2,1,0
NCRB-SYNTH-101437,Trial Court,Sec 482 CrPC (Quashing),1,3,2,1,1,1,0,0,1,1,1,1,0.7281,1,32,0,0,0.0,6,1.0975,108.74,1,147052.18,0.031,1,1,0,0,4,0.214,0.133,5,1,1
NCRB-SYNTH-101439,High Court,Sec 439 CrPC (Regular Bail),1,3,2,0,1,1,0,1,1,1,1,1,0.3987,1,40,0,0,0.1335,4,1.1547,49.02,0,85637.7,0.1774,1,1,0,1,2,0.0963,0.0876,2,1,0
NCRB-SYNTH-101459,High Court,Sec 439 CrPC (Regular Bail),2,5,1,0,1,1,0,0,1,1,1,1,0.6381,0,31,0,0,0.0374,6,1.1247,45.93,0,93412.29,0.0536,0,0,1,0,24,0.2979,0.0925,4,1,0
NCRB-SYNTH-101475,Trial Court,Sec 482 CrPC (Quashing),4,4,1,0,1,1,1,0,1,1,1,0,0.5953,0,58,1,1,0.1204,9,1.2201,100.71,0,131706.99,0.1744,1,1,0,0,4,0.2482,0.1542,5,1,0
NCRB-SYNTH-101485,Trial Court,Trial Judgment,1,1,2,0,1,1,0,0,1,1,1,1,0.5075,1,16,0,0,0.0102,2,1.0513,71.38,0,94418.34,0.1816,1,1,0,1,1,0.0135,0.0195,2,1,0
NCRB-SYNTH-101491,High Court,Writ Petition (Detention),1,5,1,1,1,1,1,0,1,1,1,1,0.7039,1,43,1,1,0.0507,6,1.1982,58.56,1,26063.99,0.0233,1,1,0,1,3,0.0821,0.0592,2,1,1
NCRB-SYNTH-101493,High Court,Writ Petition (Detention),4,4,1,0,1,1,0,1,1,1,1,1,0.4604,1,149,1,1,0.084,3,1.0808,150.1,0,98831.76,0.1501,1,1,0,1,4,0.0323,0.0201,2,1,0
NCRB-SYNTH-101504,Trial Court,Writ Petition (Detention),1,5,1,1,1,1,1,1,1,1,1,0,0.4692,1,123,1,0,0.0949,8,1.0516,172.64,0,119293.55,0.0568,1,1,0,1,3,0.0255,0.0184,2,1,0
NCRB-SYNTH-101519,Trial Court,Sec 439 CrPC (Regular Bail),4,3,2,0,1,1,1,0,1,1,1,1,0.718,1,154,0,0,0.0269,2,1.0033,134.08,0,94763.38,0.0996,0,0,1,0,3,0.058,0.0418,2,1,1
NCRB-SYNTH-101526,Trial Court,Sec 439 CrPC (Regular Bail),2,2,2,0,1,1,1,0,1,1,1,1,0.4529,1,34,1,0,0.1502,9,1.0,121.41,0,83469.64,0.174,1,1,0,1,27,0.2483,0.0745,4,1,0
NCRB-SYNTH-101527,Trial Court,Sec 482 CrPC (Quashing),2,3,1,0,1,1,1,0,1,1,1,1,0.6639,1,125,1,1,0.1371,1,1.2969,99.68,0,70349.34,0.0482,1,1,0,1,39,0.1713,0.0464,4,1,0
NCRB-SYNTH-101528,Trial Court,Writ Petition (Detention),1,3,2,0,1,1,0,0,1,1,1,1,0.9123,1,151,0,0,0.1001,1,1.2929,141.06,0,88590.06,0.0118,1,1,0,0,3,0.0479,0.0345,2,1,1
NCRB-SYNTH-101531,High Court,Writ Petition (Detention),1,5,2,0,1,1,0,1,1,1,1,1,0.634,1,21,0,0,0.0149,2,1.1446,69.68,1,144867.05,0.0655,0,0,1,1,8,0.1888,0.0859,5,1,0
NCRB-SYNTH-101534,Trial Court,Sec 439 CrPC (Regular Bail),15,1,2,0,1,1,0,0,1,1,1,0,0.4857,1,162,0,1,0.0433,9,1.1069,105.63,0,63176.05,0.1862,1,1,0,1,1,0.0182,0.0262,2,1,0
NCRB-SYNTH-101544,High Court,Sec 439 CrPC (Regular Bail),2,1,2,0,1,1,1,0,1,1,1,0,0.8435,1,53,0,0,0.0385,1,1.1773,78.89,0,51531.62,0.1335,1,1,0,1,6,0.1737,0.0893,5,1,1
